ACTION QUERY 10000 10 Airport Security
ACTION DOC 10000 1969 EXAMINING_DOCUMENT b'806be4be-55eb-11e7-ba90-f5875b7d1876'
ACTION QUERY 10000 1979 What effect do airport security processes have on the flow of travelers?
ACTION SERP 10000 1984 EXAMINE_SERP
ACTION SNIPPET 10000 1987 SNIPPET_RELEVANT b'3109a76082f03c08b1fd47bb47a451f9'
ACTION DOC 10000 2007 EXAMINING_DOCUMENT b'3109a76082f03c08b1fd47bb47a451f9'
ACTION MARK 10000 2010 CONSIDERED_RELEVANT b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 2013 SEEN_PREVIOUSLY b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 2016 SNIPPET_RELEVANT b'0ad0297b51760f715083385fde0e0ef2'
ACTION DOC 10000 2036 EXAMINING_DOCUMENT b'0ad0297b51760f715083385fde0e0ef2'
ACTION MARK 10000 2039 CONSIDERED_RELEVANT b'0ad0297b51760f715083385fde0e0ef2'
ACTION SNIPPET 10000 2042 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 2045 SNIPPET_NOT_RELEVANT b'e372966e-8518-11e2-9d71-f0feafdd1394'
ACTION SNIPPET 10000 2048 SEEN_PREVIOUSLY b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 2051 SEEN_PREVIOUSLY b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 2054 SNIPPET_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION DOC 10000 2074 EXAMINING_DOCUMENT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 2077 SNIPPET_NOT_RELEVANT b'6df3a458-3a5b-11e2-b01f-5f55b193f58f'
ACTION SNIPPET 10000 2080 SNIPPET_NOT_RELEVANT b'b9c95534-2270-11e6-aa84-42391ba52c91'
ACTION SNIPPET 10000 2083 SEEN_PREVIOUSLY b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 2086 SEEN_PREVIOUSLY b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 2089 SNIPPET_RELEVANT b'bd7c550f3ab1f43fc7828dc10cd2b789'
ACTION DOC 10000 2109 EXAMINING_DOCUMENT b'bd7c550f3ab1f43fc7828dc10cd2b789'
ACTION QUERY 10000 2119 How effective are surveillance systems in airports?
ACTION SERP 10000 2124 EXAMINE_SERP
ACTION SNIPPET 10000 2127 SEEN_PREVIOUSLY b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 2130 SEEN_PREVIOUSLY b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 2133 SNIPPET_NOT_RELEVANT b'6e26b3976542096e56225718e08ad3a7'
ACTION SNIPPET 10000 2136 SNIPPET_RELEVANT b'c8ceb5d4-fad6-11e2-9bde-7ddaa186b751'
ACTION DOC 10000 2156 EXAMINING_DOCUMENT b'c8ceb5d4-fad6-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 2159 SNIPPET_RELEVANT b'edc516ca-fb7c-11e2-9bde-7ddaa186b751'
ACTION DOC 10000 2179 EXAMINING_DOCUMENT b'edc516ca-fb7c-11e2-9bde-7ddaa186b751'
ACTION QUERY 10000 2189 What are the benefits of airport security for travelers and airlines?
ACTION SERP 10000 2194 EXAMINE_SERP
ACTION SNIPPET 10000 2197 SNIPPET_NOT_RELEVANT b'3cac8e5e-5c2f-11e3-be07-006c776266ed'
ACTION SNIPPET 10000 2200 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 2203 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 2206 SNIPPET_NOT_RELEVANT b'96de7d44-0b09-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 2209 SNIPPET_RELEVANT b'40663c88-ef7c-11e5-85a6-2132cf446d0a'
ACTION DOC 10000 2229 EXAMINING_DOCUMENT b'40663c88-ef7c-11e5-85a6-2132cf446d0a'
ACTION SNIPPET 10000 2232 SNIPPET_NOT_RELEVANT b'276d5d0c-1572-11e7-ada0-1489b735b3a3'
ACTION SNIPPET 10000 2235 SNIPPET_RELEVANT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION DOC 10000 2255 EXAMINING_DOCUMENT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION MARK 10000 2258 CONSIDERED_RELEVANT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 2261 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2264 SNIPPET_RELEVANT b'80b6f67af892c33d82c86164f2aaba13'
ACTION DOC 10000 2284 EXAMINING_DOCUMENT b'80b6f67af892c33d82c86164f2aaba13'
ACTION MARK 10000 2287 CONSIDERED_RELEVANT b'80b6f67af892c33d82c86164f2aaba13'
ACTION SNIPPET 10000 2290 SNIPPET_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION DOC 10000 2310 EXAMINING_DOCUMENT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 2313 SNIPPET_NOT_RELEVANT b'ca1630d4031c24604ef5ada04489929b'
ACTION SNIPPET 10000 2316 SNIPPET_RELEVANT b'aed3d7417629c12680a0f82ec2399b0e'
ACTION DOC 10000 2336 EXAMINING_DOCUMENT b'aed3d7417629c12680a0f82ec2399b0e'
ACTION MARK 10000 2339 CONSIDERED_RELEVANT b'aed3d7417629c12680a0f82ec2399b0e'
ACTION SNIPPET 10000 2342 SNIPPET_RELEVANT b'067f95d9a826517cb6eff88027b1d405'
ACTION DOC 10000 2362 EXAMINING_DOCUMENT b'067f95d9a826517cb6eff88027b1d405'
ACTION SNIPPET 10000 2365 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 2368 SNIPPET_NOT_RELEVANT b'b0446b9c671b76b7e633076f789066d5'
ACTION SNIPPET 10000 2371 SNIPPET_RELEVANT b'47977b88-e7d4-11e6-bf6f-301b6b443624'
ACTION DOC 10000 2391 EXAMINING_DOCUMENT b'47977b88-e7d4-11e6-bf6f-301b6b443624'
ACTION QUERY 10000 2401 What are the penalties for security breaches in airports?
ACTION SERP 10000 2406 EXAMINE_SERP
ACTION SNIPPET 10000 2409 SNIPPET_RELEVANT b'8ca8e8fea866a330d43dbb05e2959c5f'
ACTION DOC 10000 2429 EXAMINING_DOCUMENT b'8ca8e8fea866a330d43dbb05e2959c5f'
ACTION SNIPPET 10000 2432 SNIPPET_RELEVANT b'c52ebf91d7e063746429c7e2529390fa'
ACTION DOC 10000 2452 EXAMINING_DOCUMENT b'c52ebf91d7e063746429c7e2529390fa'
ACTION QUERY 10000 2462 What are the latest technologies to enhance airport security?
ACTION SERP 10000 2467 EXAMINE_SERP
ACTION SNIPPET 10000 2470 SNIPPET_NOT_RELEVANT b'75b2727c-4de4-11e2-950a-7863a013264b'
ACTION SNIPPET 10000 2473 SNIPPET_RELEVANT b'a63438dc-b5e3-11e3-b899-20667de76985'
ACTION DOC 10000 2493 EXAMINING_DOCUMENT b'a63438dc-b5e3-11e3-b899-20667de76985'
ACTION SNIPPET 10000 2496 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 2499 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 2502 SNIPPET_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION DOC 10000 2522 EXAMINING_DOCUMENT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION QUERY 10000 2532 How does airport security impact the aviation industry?
ACTION SERP 10000 2537 EXAMINE_SERP
ACTION SNIPPET 10000 2540 SNIPPET_NOT_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 2543 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2546 SNIPPET_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION DOC 10000 2566 EXAMINING_DOCUMENT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 2569 SNIPPET_NOT_RELEVANT b'1ee1bb0c7a81aaec050e1a79f1aac0b1'
ACTION SNIPPET 10000 2572 SNIPPET_NOT_RELEVANT b'09c4c8c2-353a-11e5-8e66-07b4603ec92a'
ACTION SNIPPET 10000 2575 SNIPPET_NOT_RELEVANT b'e5180c96-7f12-11e5-afce-2afd1d3eb896'
ACTION SNIPPET 10000 2578 SEEN_PREVIOUSLY b'0c1e27c9b9ea2924311e764a198341f3'
ACTION SNIPPET 10000 2581 SNIPPET_NOT_RELEVANT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION SNIPPET 10000 2584 SNIPPET_NOT_RELEVANT b'63278902-30d5-11e7-8674-437ddb6e813e'
ACTION QUERY 10000 2594 What are the security measures adopted by airports in response to global terrorism?
ACTION SERP 10000 2599 EXAMINE_SERP
ACTION SNIPPET 10000 2602 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 2605 SNIPPET_NOT_RELEVANT b'd88cbcdeaf523c789744a977d9973a56'
ACTION SNIPPET 10000 2608 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2611 SNIPPET_RELEVANT b'ba47ea5e9415e812314adb629aade4d4'
ACTION DOC 10000 2631 EXAMINING_DOCUMENT b'ba47ea5e9415e812314adb629aade4d4'
ACTION SNIPPET 10000 2634 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 2637 SNIPPET_RELEVANT b'737e5cb768b5bf57778e36eaa7344aa4'
ACTION DOC 10000 2657 EXAMINING_DOCUMENT b'737e5cb768b5bf57778e36eaa7344aa4'
ACTION QUERY 10000 2667 How efficient are airport security measures?
ACTION SERP 10000 2672 EXAMINE_SERP
ACTION SNIPPET 10000 2675 SNIPPET_NOT_RELEVANT b'b9861e5ef6fc4d21b3f06edaeb0e9acc'
ACTION SNIPPET 10000 2678 SNIPPET_NOT_RELEVANT b'9ef23198852e1710422e7dec11b84f91'
ACTION SNIPPET 10000 2681 SEEN_PREVIOUSLY b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 2684 SEEN_PREVIOUSLY b'befaf098-fdb9-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 2687 SNIPPET_RELEVANT b'851aab716406af79167c0c8bc0387c98'
ACTION DOC 10000 2707 EXAMINING_DOCUMENT b'851aab716406af79167c0c8bc0387c98'
ACTION SNIPPET 10000 2710 SNIPPET_RELEVANT b'88e7b01c-8a90-11e2-a051-6810d606108d'
ACTION DOC 10000 2730 EXAMINING_DOCUMENT b'88e7b01c-8a90-11e2-a051-6810d606108d'
ACTION QUERY 10000 2740 What are the emerging security concerns for airports?
ACTION SERP 10000 2745 EXAMINE_SERP
ACTION SNIPPET 10000 2748 SEEN_PREVIOUSLY b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION SNIPPET 10000 2751 SNIPPET_RELEVANT b'c7840394-8da7-11e5-ae1f-af46b7df8483'
ACTION DOC 10000 2771 EXAMINING_DOCUMENT b'c7840394-8da7-11e5-ae1f-af46b7df8483'
ACTION SNIPPET 10000 2774 SNIPPET_RELEVANT b'263dbc64-49a6-41d5-a243-8cd2c543deba'
ACTION DOC 10000 2794 EXAMINING_DOCUMENT b'263dbc64-49a6-41d5-a243-8cd2c543deba'
ACTION QUERY 10000 2804 How have airport security measures evolved over time?
ACTION SERP 10000 2809 EXAMINE_SERP
ACTION SNIPPET 10000 2812 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 2815 SNIPPET_RELEVANT b'a49d06ba-8f88-11e3-84e1-27626c5ef5fb'
ACTION DOC 10000 2835 EXAMINING_DOCUMENT b'a49d06ba-8f88-11e3-84e1-27626c5ef5fb'
ACTION MARK 10000 2838 CONSIDERED_RELEVANT b'a49d06ba-8f88-11e3-84e1-27626c5ef5fb'
ACTION SNIPPET 10000 2841 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2844 SNIPPET_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION DOC 10000 2864 EXAMINING_DOCUMENT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION MARK 10000 2867 CONSIDERED_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 2870 SNIPPET_RELEVANT b'3bde0c44-091e-11e5-9e39-0db921c47b93'
ACTION DOC 10000 2890 EXAMINING_DOCUMENT b'3bde0c44-091e-11e5-9e39-0db921c47b93'
ACTION SNIPPET 10000 2893 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 2896 SNIPPET_RELEVANT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION DOC 10000 2916 EXAMINING_DOCUMENT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION MARK 10000 2919 CONSIDERED_RELEVANT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 2922 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 2925 SEEN_PREVIOUSLY b'3a3d23be8e51f34403d256a44d87cdf4'
ACTION SNIPPET 10000 2928 SNIPPET_NOT_RELEVANT b'a2768b7e-3a46-11e7-a59b-26e0451a96fd'
ACTION SNIPPET 10000 2931 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 2934 SNIPPET_NOT_RELEVANT b'46148b0324afabfaf488e49ff321eaf7'
ACTION SNIPPET 10000 2937 SEEN_PREVIOUSLY b'1ad9d0f2-054e-11e4-a0dd-f2b22a257353'
ACTION SNIPPET 10000 2940 SEEN_PREVIOUSLY b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 2943 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 2946 SNIPPET_RELEVANT b'a817091ff6e514c97fe2edb706547c2a'
ACTION DOC 10000 2966 EXAMINING_DOCUMENT b'a817091ff6e514c97fe2edb706547c2a'
ACTION SNIPPET 10000 2969 SEEN_PREVIOUSLY b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION QUERY 10000 2979 What is the cost of implementing airport security measures?
ACTION SERP 10000 2984 EXAMINE_SERP
ACTION SNIPPET 10000 2987 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 2990 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 2993 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2996 SEEN_PREVIOUSLY b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 2999 SEEN_PREVIOUSLY b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3002 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 3005 SEEN_PREVIOUSLY b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 3008 SNIPPET_RELEVANT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION DOC 10000 3028 EXAMINING_DOCUMENT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION MARK 10000 3031 CONSIDERED_RELEVANT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 3034 SEEN_PREVIOUSLY b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 3037 SNIPPET_RELEVANT b'cc48139e4e3706d514c33ec668a300a3'
ACTION DOC 10000 3057 EXAMINING_DOCUMENT b'cc48139e4e3706d514c33ec668a300a3'
ACTION SNIPPET 10000 3060 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 3063 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 3066 SEEN_PREVIOUSLY b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 3069 SNIPPET_RELEVANT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION DOC 10000 3089 EXAMINING_DOCUMENT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION MARK 10000 3092 CONSIDERED_RELEVANT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION SNIPPET 10000 3095 SEEN_PREVIOUSLY b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 3098 SNIPPET_RELEVANT b'2195dbe8-3cd2-11e7-8854-21f359183e8c'
ACTION DOC 10000 3118 EXAMINING_DOCUMENT b'2195dbe8-3cd2-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 3121 SEEN_PREVIOUSLY b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 3124 SEEN_PREVIOUSLY b'3bde0c44-091e-11e5-9e39-0db921c47b93'
ACTION SNIPPET 10000 3127 SNIPPET_NOT_RELEVANT b'51bddf0e01cac190a9cb46580edb3fb2'
ACTION SNIPPET 10000 3130 SNIPPET_NOT_RELEVANT b'17c6eab1b47b4a3bcd70de53b8191f8a'
ACTION SNIPPET 10000 3133 SEEN_PREVIOUSLY b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION SNIPPET 10000 3136 SNIPPET_NOT_RELEVANT b'5090b58e-43cc-11e2-8061-253bccfc7532'
ACTION SNIPPET 10000 3139 SNIPPET_RELEVANT b'27b173ebedcfed892cdbc8dfbfbb1cfa'
ACTION DOC 10000 3159 EXAMINING_DOCUMENT b'27b173ebedcfed892cdbc8dfbfbb1cfa'
ACTION QUERY 10000 3169 How do airport security measures affect the tourism industry?
ACTION SERP 10000 3174 EXAMINE_SERP
ACTION SNIPPET 10000 3177 SEEN_PREVIOUSLY b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 3180 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 3183 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 3186 SNIPPET_RELEVANT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION DOC 10000 3206 EXAMINING_DOCUMENT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION SNIPPET 10000 3209 SNIPPET_NOT_RELEVANT b'1c8c97598e1f2c03a3fb7cc079df05a2'
ACTION SNIPPET 10000 3212 SNIPPET_NOT_RELEVANT b'5206ffc2-a6cd-11e2-a8e2-5b98cb59187f'
ACTION SNIPPET 10000 3215 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 3218 SNIPPET_RELEVANT b'5d9d3259b1068d987537826300058fcb'
ACTION DOC 10000 3238 EXAMINING_DOCUMENT b'5d9d3259b1068d987537826300058fcb'
ACTION MARK 10000 3241 CONSIDERED_RELEVANT b'5d9d3259b1068d987537826300058fcb'
ACTION SNIPPET 10000 3244 SNIPPET_NOT_RELEVANT b'ee122456-e1ef-11e3-8dcc-d6b7fede081a'
ACTION SNIPPET 10000 3247 SNIPPET_NOT_RELEVANT b'a5cedca6-3d65-11e6-9e16-4cf01a41decb'
ACTION SNIPPET 10000 3250 SEEN_PREVIOUSLY b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 3253 SEEN_PREVIOUSLY b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3256 SEEN_PREVIOUSLY b'263dbc64-49a6-41d5-a243-8cd2c543deba'
ACTION SNIPPET 10000 3259 SNIPPET_NOT_RELEVANT b'ccec60c6-2df8-11e3-8ade-a1f23cda135e'
ACTION SNIPPET 10000 3262 SNIPPET_NOT_RELEVANT b'f0ccbf56-a1a7-11e6-a44d-cc2898cfab06'
ACTION SNIPPET 10000 3265 SNIPPET_NOT_RELEVANT b'fd881a6e-0555-11e5-8bda-c7b4e9a8f7ac'
ACTION SNIPPET 10000 3268 SNIPPET_RELEVANT b'6c30631a-87cc-11e5-9a07-453018f9a0ec'
ACTION DOC 10000 3288 EXAMINING_DOCUMENT b'6c30631a-87cc-11e5-9a07-453018f9a0ec'
ACTION SNIPPET 10000 3291 SNIPPET_NOT_RELEVANT b'c7a58eeddf8fd18f05bc3a5ca64cea6d'
ACTION QUERY 10000 3301 How do airports prevent smuggling?
ACTION SERP 10000 3306 EXAMINE_SERP
ACTION SNIPPET 10000 3309 SNIPPET_NOT_RELEVANT b'8cb7fffa32cda90ab5287b2cb301b7e4'
ACTION SNIPPET 10000 3312 SNIPPET_NOT_RELEVANT b'89fd372971178fd9e096432b8a6fac51'
ACTION SNIPPET 10000 3315 SNIPPET_RELEVANT b'4d016a0e-2b04-11e5-bd33-395c05608059'
ACTION DOC 10000 3335 EXAMINING_DOCUMENT b'4d016a0e-2b04-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3338 SNIPPET_NOT_RELEVANT b'7649ae2b82ffd609e2b501d730f38fc8'
ACTION SNIPPET 10000 3341 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3344 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 3347 SNIPPET_RELEVANT b'cd507414642d99b158154279ddc91d6c'
ACTION DOC 10000 3367 EXAMINING_DOCUMENT b'cd507414642d99b158154279ddc91d6c'
ACTION QUERY 10000 3377 What is the role of baggage screening in airport security?
ACTION SERP 10000 3382 EXAMINE_SERP
ACTION SNIPPET 10000 3385 SNIPPET_NOT_RELEVANT b'd619912a-5715-11e1-8fb4-e176e27720b6'
ACTION SNIPPET 10000 3388 SNIPPET_RELEVANT b'ec3babfe-51cb-11e1-8973-35d66bdb2cb8'
ACTION DOC 10000 3408 EXAMINING_DOCUMENT b'ec3babfe-51cb-11e1-8973-35d66bdb2cb8'
ACTION SNIPPET 10000 3411 SNIPPET_NOT_RELEVANT b'5f0d91e71188acf7c6b8b771cdda207d'
ACTION SNIPPET 10000 3414 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 3417 SNIPPET_RELEVANT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION DOC 10000 3437 EXAMINING_DOCUMENT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION MARK 10000 3440 CONSIDERED_RELEVANT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION SNIPPET 10000 3443 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 3446 SNIPPET_NOT_RELEVANT b'53f8669c-2765-11e6-8329-6104954928d2'
ACTION SNIPPET 10000 3449 SNIPPET_NOT_RELEVANT b'0b4c3eaa-1d46-11e2-9cd5-b55c38388962'
ACTION SNIPPET 10000 3452 SNIPPET_NOT_RELEVANT b'e22e84a82ffd8792dad19206117858a4'
ACTION SNIPPET 10000 3455 SNIPPET_NOT_RELEVANT b'5ffb3b69b42ec990aedecc9fc96641b8'
ACTION SNIPPET 10000 3458 SEEN_PREVIOUSLY b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 3461 SNIPPET_NOT_RELEVANT b'89fd372971178fd9e096432b8a6fac51'
ACTION SNIPPET 10000 3464 SNIPPET_RELEVANT b'f52deaeee008d3794df2d24d258a95ca'
ACTION DOC 10000 3484 EXAMINING_DOCUMENT b'f52deaeee008d3794df2d24d258a95ca'
ACTION SNIPPET 10000 3487 SNIPPET_RELEVANT b'ff93dc1e-432b-11e3-a624-41d661b0bb78'
ACTION DOC 10000 3507 EXAMINING_DOCUMENT b'ff93dc1e-432b-11e3-a624-41d661b0bb78'
ACTION QUERY 10000 3517 How do airport authorities ensure the safety of passengers on board?
ACTION SERP 10000 3522 EXAMINE_SERP
ACTION SNIPPET 10000 3525 SEEN_PREVIOUSLY b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 3528 SNIPPET_NOT_RELEVANT b'393df24c32f914185369545c35ef85c7'
ACTION SNIPPET 10000 3531 SNIPPET_NOT_RELEVANT b'16a2c1c0-ef00-11e2-bed3-b9b6fe264871'
ACTION SNIPPET 10000 3534 SNIPPET_NOT_RELEVANT b'f0994488b6a152da60ec665ab9a5647d'
ACTION SNIPPET 10000 3537 SNIPPET_RELEVANT b'8f1898edc78c868d68d3e3f1560d0817'
ACTION DOC 10000 3557 EXAMINING_DOCUMENT b'8f1898edc78c868d68d3e3f1560d0817'
ACTION SNIPPET 10000 3560 SNIPPET_NOT_RELEVANT b'f6e92fac-f156-11e5-a61f-e9c95c06edca'
ACTION SNIPPET 10000 3563 SNIPPET_NOT_RELEVANT b'e2f512caca38a327f59733036026ef27'
ACTION SNIPPET 10000 3566 SNIPPET_NOT_RELEVANT b'5e3a0e7c-8bf6-11e5-acff-673ae92ddd2b'
ACTION SNIPPET 10000 3569 SNIPPET_RELEVANT b'3a17caa856638f8990c89fa38445b761'
ACTION DOC 10000 3589 EXAMINING_DOCUMENT b'3a17caa856638f8990c89fa38445b761'
ACTION QUERY 10000 3599 What is the impact of terrorism on airport security?
ACTION SERP 10000 3604 EXAMINE_SERP
ACTION SNIPPET 10000 3607 SEEN_PREVIOUSLY b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 3610 SEEN_PREVIOUSLY b'c8ecfc3036f6284b549f03d66c475e92'
ACTION SNIPPET 10000 3613 SEEN_PREVIOUSLY b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 3616 SNIPPET_NOT_RELEVANT b'cd19e620ea984770e47bd29af9567dc7'
ACTION SNIPPET 10000 3619 SNIPPET_NOT_RELEVANT b'6ebf5cf4-a11f-11e6-a44d-cc2898cfab06'
ACTION SNIPPET 10000 3622 SEEN_PREVIOUSLY b'8c188cc8f2e57da79daaaf82dc321148'
ACTION SNIPPET 10000 3625 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 3628 SNIPPET_NOT_RELEVANT b'2f3868e190ef5e72ddd5f5c08557a931'
ACTION SNIPPET 10000 3631 SNIPPET_NOT_RELEVANT b'9fbbbe2a-ef46-11e3-914c-1fbd0614e2d4'
ACTION SNIPPET 10000 3634 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 3637 SNIPPET_NOT_RELEVANT b'924aa8ba-d178-11e2-9577-df9f1c3348f5'
ACTION SNIPPET 10000 3640 SNIPPET_NOT_RELEVANT b'ac24058e-1228-11e2-ba83-a7a396e6b2a7'
