ACTION QUERY 10000 10 journalist risks
ACTION SNIPPET 10000 3180 SEEN_PREVIOUSLY b'1796821'
ACTION SNIPPET 10000 3183 SNIPPET_RELEVANT b'1759004'
ACTION DOC 10000 3203 EXAMINING_DOCUMENT b'1759004'
ACTION MARK 10000 3206 CONSIDERED_RELEVANT b'1759004'
ACTION SNIPPET 10000 3209 SNIPPET_RELEVANT b'1334054'
ACTION DOC 10000 3229 EXAMINING_DOCUMENT b'1334054'
ACTION SNIPPET 10000 3232 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 3235 SNIPPET_NOT_RELEVANT b'1099641'
ACTION SNIPPET 10000 3238 SEEN_PREVIOUSLY b'799257'
ACTION SNIPPET 10000 3241 SEEN_PREVIOUSLY b'1806087'
ACTION SNIPPET 10000 3244 SEEN_PREVIOUSLY b'1793446'
ACTION SNIPPET 10000 3247 SEEN_PREVIOUSLY b'1516028'
ACTION SNIPPET 10000 3250 SEEN_PREVIOUSLY b'1479579'
ACTION SNIPPET 10000 3253 SEEN_PREVIOUSLY b'1822858'
ACTION SNIPPET 10000 3256 SNIPPET_RELEVANT b'1786042'
ACTION DOC 10000 3276 EXAMINING_DOCUMENT b'1786042'
ACTION QUERY 10000 3286 Journalist assault
ACTION SERP 10000 3291 EXAMINE_SERP
ACTION SNIPPET 10000 3294 SNIPPET_RELEVANT b'186202'
ACTION DOC 10000 3314 EXAMINING_DOCUMENT b'186202'
ACTION MARK 10000 3317 CONSIDERED_RELEVANT b'186202'
ACTION SNIPPET 10000 3320 SNIPPET_NOT_RELEVANT b'359191'
ACTION SNIPPET 10000 3323 SEEN_PREVIOUSLY b'959455'
ACTION SNIPPET 10000 3326 SNIPPET_RELEVANT b'768891'
ACTION DOC 10000 3346 EXAMINING_DOCUMENT b'768891'
ACTION MARK 10000 3349 CONSIDERED_RELEVANT b'768891'
ACTION SNIPPET 10000 3352 SNIPPET_RELEVANT b'1735225'
ACTION DOC 10000 3372 EXAMINING_DOCUMENT b'1735225'
ACTION SNIPPET 10000 3375 SNIPPET_RELEVANT b'957043'
ACTION DOC 10000 3395 EXAMINING_DOCUMENT b'957043'
ACTION SNIPPET 10000 3398 SNIPPET_NOT_RELEVANT b'1071781'
ACTION SNIPPET 10000 3401 SEEN_PREVIOUSLY b'252995'
ACTION QUERY 10000 3411 Media assault
ACTION SERP 10000 3416 EXAMINE_SERP
ACTION SNIPPET 10000 3419 SNIPPET_NOT_RELEVANT b'1682976'
ACTION SNIPPET 10000 3422 SNIPPET_NOT_RELEVANT b'1207495'
ACTION SNIPPET 10000 3425 SEEN_PREVIOUSLY b'1738061'
ACTION SNIPPET 10000 3428 SNIPPET_NOT_RELEVANT b'482077'
ACTION SNIPPET 10000 3431 SNIPPET_NOT_RELEVANT b'145661'
ACTION SNIPPET 10000 3434 SNIPPET_NOT_RELEVANT b'958056'
ACTION SNIPPET 10000 3437 SNIPPET_NOT_RELEVANT b'1519570'
ACTION SNIPPET 10000 3440 SNIPPET_NOT_RELEVANT b'840676'
ACTION SNIPPET 10000 3443 SNIPPET_RELEVANT b'1415170'
ACTION DOC 10000 3463 EXAMINING_DOCUMENT b'1415170'
ACTION QUERY 10000 3473 Press freedom violations
ACTION SERP 10000 3478 EXAMINE_SERP
ACTION SNIPPET 10000 3481 SNIPPET_NOT_RELEVANT b'1365608'
ACTION SNIPPET 10000 3484 SNIPPET_NOT_RELEVANT b'1382542'
ACTION SNIPPET 10000 3487 SNIPPET_RELEVANT b'1693353'
ACTION DOC 10000 3507 EXAMINING_DOCUMENT b'1693353'
ACTION MARK 10000 3510 CONSIDERED_RELEVANT b'1693353'
ACTION SNIPPET 10000 3513 SEEN_PREVIOUSLY b'1023909'
ACTION SNIPPET 10000 3516 SNIPPET_RELEVANT b'786822'
ACTION DOC 10000 3536 EXAMINING_DOCUMENT b'786822'
ACTION SNIPPET 10000 3539 SNIPPET_NOT_RELEVANT b'474938'
ACTION SNIPPET 10000 3542 SNIPPET_RELEVANT b'53345'
ACTION DOC 10000 3562 EXAMINING_DOCUMENT b'53345'
ACTION QUERY 10000 3572 Journalist security
ACTION SERP 10000 3577 EXAMINE_SERP
ACTION SNIPPET 10000 3580 SNIPPET_RELEVANT b'1046517'
ACTION DOC 10000 3600 EXAMINING_DOCUMENT b'1046517'
ACTION MARK 10000 3603 CONSIDERED_RELEVANT b'1046517'
ACTION SNIPPET 10000 3606 SNIPPET_RELEVANT b'473515'
ACTION DOC 10000 3626 EXAMINING_DOCUMENT b'473515'
ACTION SNIPPET 10000 3629 SEEN_PREVIOUSLY b'1735225'
ACTION SNIPPET 10000 3632 SNIPPET_NOT_RELEVANT b'349358'
ACTION SNIPPET 10000 3635 SNIPPET_NOT_RELEVANT b'1594021'
ACTION SNIPPET 10000 3638 SNIPPET_NOT_RELEVANT b'530680'
ACTION SNIPPET 10000 3641 SNIPPET_NOT_RELEVANT b'329987'
ACTION SNIPPET 10000 3644 SNIPPET_RELEVANT b'359191'
ACTION DOC 10000 3664 EXAMINING_DOCUMENT b'359191'
ACTION MARK 10000 3667 CONSIDERED_RELEVANT b'359191'
ACTION SNIPPET 10000 3670 SNIPPET_RELEVANT b'52255'
ACTION DOC 10000 3690 EXAMINING_DOCUMENT b'52255'
ACTION MARK 10000 3693 CONSIDERED_RELEVANT b'52255'
ACTION SNIPPET 10000 3696 SNIPPET_NOT_RELEVANT b'258752'
ACTION SNIPPET 10000 3699 SNIPPET_RELEVANT b'1332638'
ACTION DOC 10000 3719 EXAMINING_DOCUMENT b'1332638'
ACTION SNIPPET 10000 3722 SNIPPET_RELEVANT b'1335433'
ACTION DOC 10000 3742 EXAMINING_DOCUMENT b'1335433'
ACTION SNIPPET 10000 3745 SNIPPET_NOT_RELEVANT b'1724802'
ACTION QUERY 10000 3755 Media security
ACTION SERP 10000 3760 EXAMINE_SERP
ACTION SNIPPET 10000 3763 SNIPPET_NOT_RELEVANT b'1214397'
ACTION SNIPPET 10000 3766 SNIPPET_NOT_RELEVANT b'1377604'
ACTION SNIPPET 10000 3769 SNIPPET_RELEVANT b'1209817'
ACTION DOC 10000 3789 EXAMINING_DOCUMENT b'1209817'
ACTION SNIPPET 10000 3792 SNIPPET_NOT_RELEVANT b'402903'
ACTION SNIPPET 10000 3795 SNIPPET_NOT_RELEVANT b'541760'
ACTION SNIPPET 10000 3798 SNIPPET_NOT_RELEVANT b'728094'
ACTION SNIPPET 10000 3801 SNIPPET_RELEVANT b'84672'
ACTION DOC 10000 3821 EXAMINING_DOCUMENT b'84672'
ACTION QUERY 10000 3831 Journalistic ethics violations
ACTION SERP 10000 3836 EXAMINE_SERP
ACTION SNIPPET 10000 3839 SNIPPET_NOT_RELEVANT b'1034511'
ACTION SNIPPET 10000 3842 SNIPPET_NOT_RELEVANT b'1174295'
ACTION SNIPPET 10000 3845 SNIPPET_NOT_RELEVANT b'1016627'
ACTION SNIPPET 10000 3848 SNIPPET_NOT_RELEVANT b'1687356'
ACTION SNIPPET 10000 3851 SNIPPET_NOT_RELEVANT b'1348988'
ACTION SNIPPET 10000 3854 SNIPPET_NOT_RELEVANT b'318902'
ACTION SNIPPET 10000 3857 SNIPPET_NOT_RELEVANT b'1744552'
ACTION SNIPPET 10000 3860 SNIPPET_NOT_RELEVANT b'284855'
ACTION SNIPPET 10000 3863 SNIPPET_NOT_RELEVANT b'510389'
ACTION SNIPPET 10000 3866 SNIPPET_NOT_RELEVANT b'215025'
ACTION SNIPPET 10000 3869 SNIPPET_NOT_RELEVANT b'667722'
ACTION SNIPPET 10000 3872 SNIPPET_NOT_RELEVANT b'87511'
ACTION SNIPPET 10000 3875 SNIPPET_NOT_RELEVANT b'1208638'
ACTION SNIPPET 10000 3878 SNIPPET_NOT_RELEVANT b'1808609'
ACTION SNIPPET 10000 3881 SNIPPET_NOT_RELEVANT b'407684'
ACTION QUERY 10000 3891 Journalist censorship
ACTION SERP 10000 3896 EXAMINE_SERP
ACTION SNIPPET 10000 3899 SNIPPET_RELEVANT b'255461'
ACTION DOC 10000 3919 EXAMINING_DOCUMENT b'255461'
ACTION MARK 10000 3922 CONSIDERED_RELEVANT b'255461'
ACTION SNIPPET 10000 3925 SNIPPET_NOT_RELEVANT b'506759'
ACTION SNIPPET 10000 3928 SNIPPET_RELEVANT b'572806'
ACTION DOC 10000 3948 EXAMINING_DOCUMENT b'572806'
ACTION SNIPPET 10000 3951 SNIPPET_NOT_RELEVANT b'573949'
ACTION SNIPPET 10000 3954 SNIPPET_RELEVANT b'1198614'
ACTION DOC 10000 3974 EXAMINING_DOCUMENT b'1198614'
ACTION QUERY 10000 3984 Media censorship
ACTION SERP 10000 3989 EXAMINE_SERP
ACTION SNIPPET 10000 3992 SNIPPET_NOT_RELEVANT b'1297772'
ACTION SNIPPET 10000 3995 SNIPPET_NOT_RELEVANT b'5952'
ACTION SNIPPET 10000 3998 SNIPPET_RELEVANT b'5952'
ACTION DOC 10000 4018 EXAMINING_DOCUMENT b'5952'
ACTION SNIPPET 10000 4021 SNIPPET_RELEVANT b'1740504'
ACTION DOC 10000 4041 EXAMINING_DOCUMENT b'1740504'
ACTION QUERY 10000 4051 Journalist surveillance
ACTION SERP 10000 4056 EXAMINE_SERP
ACTION SNIPPET 10000 4059 SNIPPET_NOT_RELEVANT b'329987'
ACTION SNIPPET 10000 4062 SNIPPET_RELEVANT b'584039'
ACTION DOC 10000 4082 EXAMINING_DOCUMENT b'584039'
ACTION MARK 10000 4085 CONSIDERED_RELEVANT b'584039'
ACTION SNIPPET 10000 4088 SEEN_PREVIOUSLY b'473515'
ACTION SNIPPET 10000 4091 SNIPPET_NOT_RELEVANT b'770205'
ACTION SNIPPET 10000 4094 SNIPPET_NOT_RELEVANT b'529623'
ACTION SNIPPET 10000 4097 SNIPPET_NOT_RELEVANT b'1732730'
ACTION SNIPPET 10000 4100 SNIPPET_NOT_RELEVANT b'1752439'
ACTION SNIPPET 10000 4103 SNIPPET_NOT_RELEVANT b'274404'
ACTION SNIPPET 10000 4106 SNIPPET_NOT_RELEVANT b'1750684'
ACTION SNIPPET 10000 4109 SNIPPET_NOT_RELEVANT b'1768781'
ACTION SNIPPET 10000 4112 SNIPPET_NOT_RELEVANT b'1362468'
ACTION SNIPPET 10000 4115 SNIPPET_RELEVANT b'1737062'
ACTION DOC 10000 4135 EXAMINING_DOCUMENT b'1737062'
ACTION QUERY 10000 4145 Media surveillance
ACTION SERP 10000 4150 EXAMINE_SERP
ACTION SNIPPET 10000 4153 SNIPPET_NOT_RELEVANT b'1810761'
ACTION SNIPPET 10000 4156 SNIPPET_NOT_RELEVANT b'1208714'
ACTION SNIPPET 10000 4159 SNIPPET_RELEVANT b'997964'
ACTION DOC 10000 4179 EXAMINING_DOCUMENT b'997964'
ACTION SNIPPET 10000 4182 SNIPPET_RELEVANT b'1835856'
ACTION DOC 10000 4202 EXAMINING_DOCUMENT b'1835856'
ACTION QUERY 10000 4212 Media bias
ACTION SERP 10000 4217 EXAMINE_SERP
ACTION SNIPPET 10000 4220 SNIPPET_NOT_RELEVANT b'1533937'
ACTION SNIPPET 10000 4223 SNIPPET_NOT_RELEVANT b'1350893'
ACTION SNIPPET 10000 4226 SNIPPET_RELEVANT b'1478789'
ACTION DOC 10000 4246 EXAMINING_DOCUMENT b'1478789'
ACTION SNIPPET 10000 4249 SNIPPET_NOT_RELEVANT b'1073120'
ACTION SNIPPET 10000 4252 SNIPPET_RELEVANT b'1473749'
ACTION DOC 10000 4272 EXAMINING_DOCUMENT b'1473749'
ACTION QUERY 10000 4282 Journalist intimidation
ACTION SERP 10000 4287 EXAMINE_SERP
ACTION SNIPPET 10000 4290 SNIPPET_RELEVANT b'1005251'
ACTION DOC 10000 4310 EXAMINING_DOCUMENT b'1005251'
ACTION MARK 10000 4313 CONSIDERED_RELEVANT b'1005251'
ACTION SNIPPET 10000 4316 SNIPPET_RELEVANT b'914125'
ACTION DOC 10000 4336 EXAMINING_DOCUMENT b'914125'
ACTION MARK 10000 4339 CONSIDERED_RELEVANT b'914125'
ACTION SNIPPET 10000 4342 SNIPPET_NOT_RELEVANT b'1020059'
ACTION SNIPPET 10000 4345 SNIPPET_NOT_RELEVANT b'1851134'
ACTION SNIPPET 10000 4348 SNIPPET_NOT_RELEVANT b'1232138'
ACTION SNIPPET 10000 4351 SNIPPET_NOT_RELEVANT b'1235329'
ACTION SNIPPET 10000 4354 SEEN_PREVIOUSLY b'959455'
ACTION SNIPPET 10000 4357 SNIPPET_NOT_RELEVANT b'1823387'
ACTION SNIPPET 10000 4360 SNIPPET_RELEVANT b'1735896'
ACTION DOC 10000 4380 EXAMINING_DOCUMENT b'1735896'
ACTION SNIPPET 10000 4383 SNIPPET_RELEVANT b'1229895'
ACTION DOC 10000 4403 EXAMINING_DOCUMENT b'1229895'
ACTION QUERY 10000 4413 Media intimidation
ACTION SERP 10000 4418 EXAMINE_SERP
ACTION SNIPPET 10000 4421 SNIPPET_RELEVANT b'797564'
ACTION DOC 10000 4441 EXAMINING_DOCUMENT b'797564'
ACTION SNIPPET 10000 4444 SNIPPET_NOT_RELEVANT b'797863'
ACTION SNIPPET 10000 4447 SNIPPET_NOT_RELEVANT b'668715'
ACTION SNIPPET 10000 4450 SNIPPET_RELEVANT b'1235329'
ACTION DOC 10000 4470 EXAMINING_DOCUMENT b'1235329'
ACTION QUERY 10000 4480 Press censorship
ACTION SERP 10000 4485 EXAMINE_SERP
ACTION SNIPPET 10000 4488 SNIPPET_RELEVANT b'103264'
ACTION DOC 10000 4508 EXAMINING_DOCUMENT b'103264'
ACTION SNIPPET 10000 4511 SEEN_PREVIOUSLY b'5952'
ACTION SNIPPET 10000 4514 SEEN_PREVIOUSLY b'5952'
ACTION SNIPPET 10000 4517 SNIPPET_NOT_RELEVANT b'506759'
ACTION SNIPPET 10000 4520 SNIPPET_RELEVANT b'295466'
ACTION DOC 10000 4540 EXAMINING_DOCUMENT b'295466'
ACTION QUERY 10000 4550 Journalist self-censorship
ACTION SERP 10000 4555 EXAMINE_SERP
ACTION SNIPPET 10000 4558 SNIPPET_RELEVANT b'3403'
ACTION DOC 10000 4578 EXAMINING_DOCUMENT b'3403'
ACTION MARK 10000 4581 CONSIDERED_RELEVANT b'3403'
ACTION SNIPPET 10000 4584 SEEN_PREVIOUSLY b'3403'
ACTION SNIPPET 10000 4587 SNIPPET_RELEVANT b'1808730'
ACTION DOC 10000 4607 EXAMINING_DOCUMENT b'1808730'
ACTION SNIPPET 10000 4610 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 4613 SNIPPET_RELEVANT b'329987'
ACTION DOC 10000 4633 EXAMINING_DOCUMENT b'329987'
ACTION MARK 10000 4636 CONSIDERED_RELEVANT b'329987'
ACTION SNIPPET 10000 4639 SNIPPET_RELEVANT b'648553'
ACTION DOC 10000 4659 EXAMINING_DOCUMENT b'648553'
ACTION MARK 10000 4662 CONSIDERED_RELEVANT b'648553'
ACTION SNIPPET 10000 4665 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 4668 SNIPPET_RELEVANT b'1260087'
ACTION DOC 10000 4688 EXAMINING_DOCUMENT b'1260087'
ACTION SNIPPET 10000 4691 SEEN_PREVIOUSLY b'1739588'
ACTION SNIPPET 10000 4694 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 4697 SEEN_PREVIOUSLY b'1793446'
ACTION SNIPPET 10000 4700 SNIPPET_NOT_RELEVANT b'1724219'
ACTION SNIPPET 10000 4703 SNIPPET_RELEVANT b'1544150'
ACTION DOC 10000 4723 EXAMINING_DOCUMENT b'1544150'
ACTION MARK 10000 4726 CONSIDERED_RELEVANT b'1544150'
ACTION SNIPPET 10000 4729 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 4732 SNIPPET_RELEVANT b'1849549'
ACTION DOC 10000 4752 EXAMINING_DOCUMENT b'1849549'
ACTION MARK 10000 4755 CONSIDERED_RELEVANT b'1849549'
ACTION SNIPPET 10000 4758 SNIPPET_RELEVANT b'362205'
ACTION DOC 10000 4778 EXAMINING_DOCUMENT b'362205'
ACTION MARK 10000 4781 CONSIDERED_RELEVANT b'362205'
ACTION SNIPPET 10000 4784 SNIPPET_NOT_RELEVANT b'1097852'
ACTION SNIPPET 10000 4787 SNIPPET_RELEVANT b'252299'
ACTION DOC 10000 4807 EXAMINING_DOCUMENT b'252299'
ACTION MARK 10000 4810 CONSIDERED_RELEVANT b'252299'
ACTION SNIPPET 10000 4813 SNIPPET_RELEVANT b'1796012'
ACTION DOC 10000 4833 EXAMINING_DOCUMENT b'1796012'
ACTION MARK 10000 4836 CONSIDERED_RELEVANT b'1796012'
ACTION SNIPPET 10000 4839 SNIPPET_NOT_RELEVANT b'1724802'
ACTION SNIPPET 10000 4842 SNIPPET_NOT_RELEVANT b'1529144'
ACTION SNIPPET 10000 4845 SNIPPET_NOT_RELEVANT b'1381246'
ACTION SNIPPET 10000 4848 SNIPPET_NOT_RELEVANT b'822760'
ACTION SNIPPET 10000 4851 SNIPPET_RELEVANT b'33102'
ACTION DOC 10000 4871 EXAMINING_DOCUMENT b'33102'
ACTION SNIPPET 10000 4874 SEEN_PREVIOUSLY b'836700'
ACTION SNIPPET 10000 4877 SEEN_PREVIOUSLY b'1693353'
ACTION SNIPPET 10000 4880 SNIPPET_RELEVANT b'1827782'
ACTION DOC 10000 4900 EXAMINING_DOCUMENT b'1827782'
ACTION QUERY 10000 4910 Media self-censorship
ACTION SERP 10000 4915 EXAMINE_SERP
ACTION SNIPPET 10000 4918 SNIPPET_NOT_RELEVANT b'790969'
ACTION SNIPPET 10000 4921 SNIPPET_RELEVANT b'1146173'
ACTION DOC 10000 4941 EXAMINING_DOCUMENT b'1146173'
ACTION SNIPPET 10000 4944 SNIPPET_NOT_RELEVANT b'1158894'
ACTION SNIPPET 10000 4947 SNIPPET_RELEVANT b'308339'
ACTION DOC 10000 4967 EXAMINING_DOCUMENT b'308339'
ACTION QUERY 10000 4977 Journalist endangerment
ACTION SERP 10000 4982 EXAMINE_SERP
ACTION SNIPPET 10000 4985 SNIPPET_RELEVANT b'1086280'
ACTION DOC 10000 5005 EXAMINING_DOCUMENT b'1086280'
ACTION SNIPPET 10000 5008 SNIPPET_NOT_RELEVANT b'1040432'
ACTION SNIPPET 10000 5011 SNIPPET_RELEVANT b'1212493'
ACTION DOC 10000 5031 EXAMINING_DOCUMENT b'1212493'
ACTION QUERY 10000 5041 Media endangerment
ACTION SERP 10000 5046 EXAMINE_SERP
ACTION SNIPPET 10000 5049 SNIPPET_NOT_RELEVANT b'1771802'
ACTION SNIPPET 10000 5052 SNIPPET_RELEVANT b'997326'
ACTION DOC 10000 5072 EXAMINING_DOCUMENT b'997326'
ACTION SNIPPET 10000 5075 SEEN_PREVIOUSLY b'1086280'
ACTION SNIPPET 10000 5078 SNIPPET_NOT_RELEVANT b'1467656'
ACTION SNIPPET 10000 5081 SEEN_PREVIOUSLY b'1212493'
ACTION SNIPPET 10000 5084 SNIPPET_NOT_RELEVANT b'44679'
ACTION SNIPPET 10000 5087 SNIPPET_NOT_RELEVANT b'1040432'
ACTION SNIPPET 10000 5090 SNIPPET_NOT_RELEVANT b'949099'
ACTION SNIPPET 10000 5093 SNIPPET_NOT_RELEVANT b'445961'
ACTION QUERY 10000 5103 Cybersecurity risks for journalists
ACTION SERP 10000 5108 EXAMINE_SERP
ACTION SNIPPET 10000 5111 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 5114 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 5117 SNIPPET_RELEVANT b'1417615'
ACTION DOC 10000 5137 EXAMINING_DOCUMENT b'1417615'
ACTION SNIPPET 10000 5140 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 5143 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 5146 SEEN_PREVIOUSLY b'1544859'
ACTION SNIPPET 10000 5149 SEEN_PREVIOUSLY b'1474318'
ACTION SNIPPET 10000 5152 SEEN_PREVIOUSLY b'1467740'
ACTION SNIPPET 10000 5155 SNIPPET_NOT_RELEVANT b'1483474'
ACTION QUERY 10000 5165 Investigative journalist risks
ACTION SERP 10000 5170 EXAMINE_SERP
ACTION SNIPPET 10000 5173 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 5176 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 5179 SNIPPET_RELEVANT b'1392654'
ACTION DOC 10000 5199 EXAMINING_DOCUMENT b'1392654'
ACTION SNIPPET 10000 5202 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 5205 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 5208 SNIPPET_NOT_RELEVANT b'1621103'
ACTION SNIPPET 10000 5211 SNIPPET_NOT_RELEVANT b'1773361'
ACTION SNIPPET 10000 5214 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 5217 SEEN_PREVIOUSLY b'344024'
ACTION QUERY 10000 5227 Journalist safety training
ACTION SERP 10000 5232 EXAMINE_SERP
ACTION SNIPPET 10000 5235 SNIPPET_RELEVANT b'993691'
ACTION DOC 10000 5255 EXAMINING_DOCUMENT b'993691'
ACTION SNIPPET 10000 5258 SNIPPET_RELEVANT b'573949'
ACTION DOC 10000 5278 EXAMINING_DOCUMENT b'573949'
ACTION QUERY 10000 5288 Media safety training
ACTION SERP 10000 5293 EXAMINE_SERP
ACTION SNIPPET 10000 5296 SEEN_PREVIOUSLY b'993691'
ACTION SNIPPET 10000 5299 SEEN_PREVIOUSLY b'109095'
ACTION SNIPPET 10000 5302 SNIPPET_RELEVANT b'651605'
ACTION DOC 10000 5322 EXAMINING_DOCUMENT b'651605'
ACTION SNIPPET 10000 5325 SNIPPET_NOT_RELEVANT b'782645'
ACTION SNIPPET 10000 5328 SNIPPET_RELEVANT b'24213'
ACTION DOC 10000 5348 EXAMINING_DOCUMENT b'24213'
ACTION QUERY 10000 5358 Foreign correspondent risks
ACTION SERP 10000 5363 EXAMINE_SERP
ACTION SNIPPET 10000 5366 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 5369 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 5372 SNIPPET_RELEVANT b'1615723'
ACTION DOC 10000 5392 EXAMINING_DOCUMENT b'1615723'
ACTION MARK 10000 5395 CONSIDERED_RELEVANT b'1615723'
ACTION SNIPPET 10000 5398 SNIPPET_RELEVANT b'1268503'
ACTION DOC 10000 5418 EXAMINING_DOCUMENT b'1268503'
ACTION SNIPPET 10000 5421 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 5424 SNIPPET_NOT_RELEVANT b'1277244'
ACTION SNIPPET 10000 5427 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 5430 SNIPPET_NOT_RELEVANT b'903068'
ACTION SNIPPET 10000 5433 SNIPPET_NOT_RELEVANT b'733708'
ACTION SNIPPET 10000 5436 SNIPPET_NOT_RELEVANT b'497296'
ACTION SNIPPET 10000 5439 SEEN_PREVIOUSLY b'1424321'
ACTION SNIPPET 10000 5442 SNIPPET_NOT_RELEVANT b'1765765'
ACTION SNIPPET 10000 5445 SEEN_PREVIOUSLY b'329987'
ACTION QUERY 10000 5455 War zone safety
ACTION SERP 10000 5460 EXAMINE_SERP
ACTION SNIPPET 10000 5463 SEEN_PREVIOUSLY b'993691'
ACTION SNIPPET 10000 5466 SNIPPET_NOT_RELEVANT b'1734783'
ACTION SNIPPET 10000 5469 SNIPPET_NOT_RELEVANT b'1850529'
ACTION SNIPPET 10000 5472 SNIPPET_NOT_RELEVANT b'1411873'
ACTION SNIPPET 10000 5475 SNIPPET_NOT_RELEVANT b'1614040'
ACTION SNIPPET 10000 5478 SNIPPET_RELEVANT b'436292'
ACTION DOC 10000 5498 EXAMINING_DOCUMENT b'436292'
ACTION SNIPPET 10000 5501 SNIPPET_RELEVANT b'1277547'
ACTION DOC 10000 5521 EXAMINING_DOCUMENT b'1277547'
ACTION QUERY 10000 5531 Journalist whistleblowers
ACTION SERP 10000 5536 EXAMINE_SERP
ACTION SNIPPET 10000 5539 SNIPPET_NOT_RELEVANT b'1707156'
ACTION SNIPPET 10000 5542 SNIPPET_NOT_RELEVANT b'1684339'
ACTION SNIPPET 10000 5545 SNIPPET_NOT_RELEVANT b'1322533'
ACTION SNIPPET 10000 5548 SNIPPET_NOT_RELEVANT b'1706225'
ACTION SNIPPET 10000 5551 SNIPPET_RELEVANT b'1556621'
ACTION DOC 10000 5571 EXAMINING_DOCUMENT b'1556621'
ACTION SNIPPET 10000 5574 SNIPPET_RELEVANT b'164760'
ACTION DOC 10000 5594 EXAMINING_DOCUMENT b'164760'
ACTION QUERY 10000 5604 Investigative journalism safety
ACTION SERP 10000 5609 EXAMINE_SERP
ACTION SNIPPET 10000 5612 SNIPPET_RELEVANT b'1567491'
ACTION DOC 10000 5632 EXAMINING_DOCUMENT b'1567491'
ACTION SNIPPET 10000 5635 SNIPPET_RELEVANT b'866574'
ACTION DOC 10000 5655 EXAMINING_DOCUMENT b'866574'
ACTION MARK 10000 5658 CONSIDERED_RELEVANT b'866574'
ACTION SNIPPET 10000 5661 SNIPPET_NOT_RELEVANT b'1541425'
ACTION SNIPPET 10000 5664 SNIPPET_NOT_RELEVANT b'236206'
ACTION SNIPPET 10000 5667 SNIPPET_NOT_RELEVANT b'913878'
ACTION SNIPPET 10000 5670 SNIPPET_RELEVANT b'1131625'
ACTION DOC 10000 5690 EXAMINING_DOCUMENT b'1131625'
ACTION SNIPPET 10000 5693 SNIPPET_NOT_RELEVANT b'1001787'
ACTION SNIPPET 10000 5696 SNIPPET_RELEVANT b'1572155'
ACTION DOC 10000 5716 EXAMINING_DOCUMENT b'1572155'
ACTION QUERY 10000 5726 Journalist physical security
ACTION SERP 10000 5731 EXAMINE_SERP
ACTION SNIPPET 10000 5734 SNIPPET_RELEVANT b'412776'
ACTION DOC 10000 5754 EXAMINING_DOCUMENT b'412776'
ACTION SNIPPET 10000 5757 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 5760 SNIPPET_RELEVANT b'424555'
ACTION DOC 10000 5780 EXAMINING_DOCUMENT b'424555'
ACTION QUERY 10000 5790 Media physical security
ACTION SERP 10000 5795 EXAMINE_SERP
ACTION SNIPPET 10000 5798 SNIPPET_RELEVANT b'1771300'
ACTION DOC 10000 5818 EXAMINING_DOCUMENT b'1771300'
ACTION SNIPPET 10000 5821 SNIPPET_RELEVANT b'357806'
ACTION DOC 10000 5841 EXAMINING_DOCUMENT b'357806'
ACTION QUERY 10000 5851 Journalist legal risks
ACTION SERP 10000 5856 EXAMINE_SERP
ACTION SNIPPET 10000 5859 SNIPPET_NOT_RELEVANT b'1650628'
ACTION SNIPPET 10000 5862 SEEN_PREVIOUSLY b'1401994'
ACTION SNIPPET 10000 5865 SEEN_PREVIOUSLY b'1544859'
ACTION SNIPPET 10000 5868 SNIPPET_NOT_RELEVANT b'1758324'
ACTION SNIPPET 10000 5871 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 5874 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 5877 SEEN_PREVIOUSLY b'798857'
ACTION SNIPPET 10000 5880 SEEN_PREVIOUSLY b'799037'
ACTION SNIPPET 10000 5883 SNIPPET_RELEVANT b'1706257'
ACTION DOC 10000 5903 EXAMINING_DOCUMENT b'1706257'
ACTION QUERY 10000 5913 Media legal risks
ACTION SERP 10000 5918 EXAMINE_SERP
ACTION SNIPPET 10000 5921 SNIPPET_NOT_RELEVANT b'1650628'
ACTION SNIPPET 10000 5924 SNIPPET_RELEVANT b'505364'
