ACTION QUERY 10000 10 Cult Lifestyles
ACTION MARK 10000 3353 CONSIDERED_RELEVANT b'716520'
ACTION SNIPPET 10000 3356 SNIPPET_RELEVANT b'716328'
ACTION DOC 10000 3376 EXAMINING_DOCUMENT b'716328'
ACTION MARK 10000 3379 CONSIDERED_RELEVANT b'716328'
ACTION SNIPPET 10000 3382 SNIPPET_NOT_RELEVANT b'817812'
ACTION SNIPPET 10000 3385 SNIPPET_RELEVANT b'726685'
ACTION DOC 10000 3405 EXAMINING_DOCUMENT b'726685'
ACTION MARK 10000 3408 CONSIDERED_RELEVANT b'726685'
ACTION SNIPPET 10000 3411 SNIPPET_NOT_RELEVANT b'203725'
ACTION SNIPPET 10000 3414 SNIPPET_NOT_RELEVANT b'918762'
ACTION SNIPPET 10000 3417 SNIPPET_RELEVANT b'717877'
ACTION DOC 10000 3437 EXAMINING_DOCUMENT b'717877'
ACTION MARK 10000 3440 CONSIDERED_RELEVANT b'717877'
ACTION SNIPPET 10000 3443 SNIPPET_NOT_RELEVANT b'1830905'
ACTION SNIPPET 10000 3446 SNIPPET_NOT_RELEVANT b'718587'
ACTION SNIPPET 10000 3449 SNIPPET_NOT_RELEVANT b'1304843'
ACTION SNIPPET 10000 3452 SNIPPET_RELEVANT b'417667'
ACTION DOC 10000 3472 EXAMINING_DOCUMENT b'417667'
ACTION SNIPPET 10000 3475 SNIPPET_NOT_RELEVANT b'1358731'
ACTION SNIPPET 10000 3478 SNIPPET_NOT_RELEVANT b'499501'
ACTION SNIPPET 10000 3481 SNIPPET_NOT_RELEVANT b'413730'
ACTION SNIPPET 10000 3484 SNIPPET_RELEVANT b'1692502'
ACTION DOC 10000 3504 EXAMINING_DOCUMENT b'1692502'
ACTION QUERY 10000 3514 The Manson Family
ACTION SERP 10000 3519 EXAMINE_SERP
ACTION SNIPPET 10000 3522 SNIPPET_NOT_RELEVANT b'221624'
ACTION SNIPPET 10000 3525 SNIPPET_RELEVANT b'1621197'
ACTION DOC 10000 3545 EXAMINING_DOCUMENT b'1621197'
ACTION SNIPPET 10000 3548 SNIPPET_NOT_RELEVANT b'369108'
ACTION SNIPPET 10000 3551 SNIPPET_RELEVANT b'1061147'
ACTION DOC 10000 3571 EXAMINING_DOCUMENT b'1061147'
ACTION QUERY 10000 3581 The Rajneesh movement
ACTION SERP 10000 3586 EXAMINE_SERP
ACTION SNIPPET 10000 3589 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 3592 SNIPPET_NOT_RELEVANT b'64428'
ACTION SNIPPET 10000 3595 SNIPPET_NOT_RELEVANT b'206524'
ACTION SNIPPET 10000 3598 SNIPPET_NOT_RELEVANT b'139283'
ACTION SNIPPET 10000 3601 SNIPPET_NOT_RELEVANT b'813204'
ACTION SNIPPET 10000 3604 SNIPPET_NOT_RELEVANT b'1619800'
ACTION SNIPPET 10000 3607 SNIPPET_NOT_RELEVANT b'950044'
ACTION SNIPPET 10000 3610 SNIPPET_NOT_RELEVANT b'464208'
ACTION SNIPPET 10000 3613 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 3616 SNIPPET_RELEVANT b'217510'
ACTION DOC 10000 3636 EXAMINING_DOCUMENT b'217510'
ACTION QUERY 10000 3646 Synanon
ACTION SERP 10000 3651 EXAMINE_SERP
ACTION SNIPPET 10000 3654 SNIPPET_RELEVANT b'913223'
ACTION DOC 10000 3674 EXAMINING_DOCUMENT b'913223'
ACTION SNIPPET 10000 3677 SNIPPET_NOT_RELEVANT b'1814'
ACTION SNIPPET 10000 3680 SNIPPET_NOT_RELEVANT b'1814'
ACTION SNIPPET 10000 3683 SNIPPET_NOT_RELEVANT b'1770659'
ACTION SNIPPET 10000 3686 SEEN_PREVIOUSLY b'1176601'
ACTION SNIPPET 10000 3689 SNIPPET_RELEVANT b'43495'
ACTION DOC 10000 3709 EXAMINING_DOCUMENT b'43495'
ACTION QUERY 10000 3719 FLDS Church
ACTION SERP 10000 3724 EXAMINE_SERP
ACTION SNIPPET 10000 3727 SNIPPET_NOT_RELEVANT b'757092'
ACTION SNIPPET 10000 3730 SNIPPET_NOT_RELEVANT b'800304'
ACTION SNIPPET 10000 3733 SNIPPET_NOT_RELEVANT b'681854'
ACTION SNIPPET 10000 3736 SNIPPET_RELEVANT b'702211'
ACTION DOC 10000 3756 EXAMINING_DOCUMENT b'702211'
ACTION SNIPPET 10000 3759 SNIPPET_NOT_RELEVANT b'702191'
ACTION SNIPPET 10000 3762 SNIPPET_NOT_RELEVANT b'740956'
ACTION SNIPPET 10000 3765 SNIPPET_NOT_RELEVANT b'719472'
ACTION SNIPPET 10000 3768 SNIPPET_NOT_RELEVANT b'1312953'
ACTION SNIPPET 10000 3771 SNIPPET_NOT_RELEVANT b'1181615'
ACTION QUERY 10000 3781 The Moonies
ACTION SERP 10000 3786 EXAMINE_SERP
ACTION SNIPPET 10000 3789 SNIPPET_NOT_RELEVANT b'1485682'
ACTION SNIPPET 10000 3792 SNIPPET_NOT_RELEVANT b'612069'
ACTION SNIPPET 10000 3795 SNIPPET_NOT_RELEVANT b'527587'
ACTION SNIPPET 10000 3798 SNIPPET_NOT_RELEVANT b'527588'
ACTION SNIPPET 10000 3801 SNIPPET_NOT_RELEVANT b'1402255'
ACTION SNIPPET 10000 3804 SNIPPET_NOT_RELEVANT b'524360'
ACTION SNIPPET 10000 3807 SNIPPET_NOT_RELEVANT b'265352'
ACTION SNIPPET 10000 3810 SNIPPET_NOT_RELEVANT b'30833'
ACTION SNIPPET 10000 3813 SNIPPET_NOT_RELEVANT b'322607'
ACTION SNIPPET 10000 3816 SNIPPET_NOT_RELEVANT b'1022555'
ACTION SNIPPET 10000 3819 SNIPPET_RELEVANT b'831125'
ACTION DOC 10000 3839 EXAMINING_DOCUMENT b'831125'
ACTION QUERY 10000 3849 The Process Church of the Final Judgment
ACTION SERP 10000 3854 EXAMINE_SERP
ACTION SNIPPET 10000 3857 SNIPPET_NOT_RELEVANT b'425074'
ACTION SNIPPET 10000 3860 SNIPPET_RELEVANT b'4427'
ACTION DOC 10000 3880 EXAMINING_DOCUMENT b'4427'
ACTION SNIPPET 10000 3883 SEEN_PREVIOUSLY b'4427'
ACTION SNIPPET 10000 3886 SNIPPET_NOT_RELEVANT b'946160'
ACTION SNIPPET 10000 3889 SNIPPET_RELEVANT b'887078'
ACTION DOC 10000 3909 EXAMINING_DOCUMENT b'887078'
ACTION QUERY 10000 3919 OneTaste
ACTION SERP 10000 3924 EMPTY_SERP
ACTION QUERY 10000 3934 The Unification Church
ACTION SERP 10000 3939 EXAMINE_SERP
ACTION SNIPPET 10000 3942 SNIPPET_NOT_RELEVANT b'891828'
ACTION SNIPPET 10000 3945 SNIPPET_NOT_RELEVANT b'825912'
ACTION SNIPPET 10000 3948 SNIPPET_RELEVANT b'977274'
ACTION DOC 10000 3968 EXAMINING_DOCUMENT b'977274'
ACTION SNIPPET 10000 3971 SNIPPET_RELEVANT b'501411'
ACTION DOC 10000 3991 EXAMINING_DOCUMENT b'501411'
ACTION QUERY 10000 4001 The Source Family
ACTION SERP 10000 4006 EXAMINE_SERP
ACTION SNIPPET 10000 4009 SNIPPET_NOT_RELEVANT b'300654'
ACTION SNIPPET 10000 4012 SNIPPET_NOT_RELEVANT b'96260'
ACTION SNIPPET 10000 4015 SNIPPET_NOT_RELEVANT b'279430'
ACTION SNIPPET 10000 4018 SNIPPET_NOT_RELEVANT b'675543'
ACTION SNIPPET 10000 4021 SNIPPET_NOT_RELEVANT b'829142'
ACTION SNIPPET 10000 4024 SNIPPET_NOT_RELEVANT b'23793'
ACTION SNIPPET 10000 4027 SNIPPET_NOT_RELEVANT b'1676832'
ACTION SNIPPET 10000 4030 SNIPPET_NOT_RELEVANT b'1363143'
ACTION SNIPPET 10000 4033 SNIPPET_NOT_RELEVANT b'51378'
ACTION SNIPPET 10000 4036 SNIPPET_NOT_RELEVANT b'269549'
ACTION SNIPPET 10000 4039 SNIPPET_RELEVANT b'1688805'
ACTION DOC 10000 4059 EXAMINING_DOCUMENT b'1688805'
ACTION QUERY 10000 4069 NXIVM
ACTION SERP 10000 4074 EMPTY_SERP
ACTION QUERY 10000 4084 The Brethren
ACTION SERP 10000 4089 EXAMINE_SERP
ACTION SNIPPET 10000 4092 SNIPPET_NOT_RELEVANT b'315063'
ACTION SNIPPET 10000 4095 SNIPPET_NOT_RELEVANT b'746262'
ACTION SNIPPET 10000 4098 SNIPPET_RELEVANT b'300221'
ACTION DOC 10000 4118 EXAMINING_DOCUMENT b'300221'
ACTION SNIPPET 10000 4121 SNIPPET_RELEVANT b'209702'
ACTION DOC 10000 4141 EXAMINING_DOCUMENT b'209702'
ACTION QUERY 10000 4151 The 12 Tribes
ACTION SERP 10000 4156 EXAMINE_SERP
ACTION SNIPPET 10000 4159 SNIPPET_NOT_RELEVANT b'1393174'
ACTION SNIPPET 10000 4162 SNIPPET_NOT_RELEVANT b'1449616'
ACTION SNIPPET 10000 4165 SNIPPET_RELEVANT b'1591408'
ACTION DOC 10000 4185 EXAMINING_DOCUMENT b'1591408'
ACTION SNIPPET 10000 4188 SNIPPET_NOT_RELEVANT b'1523102'
ACTION SNIPPET 10000 4191 SNIPPET_RELEVANT b'1731717'
ACTION DOC 10000 4211 EXAMINING_DOCUMENT b'1731717'
ACTION QUERY 10000 4221 The Findhorn Foundation
ACTION SERP 10000 4226 EXAMINE_SERP
ACTION SNIPPET 10000 4229 SNIPPET_NOT_RELEVANT b'703286'
ACTION SNIPPET 10000 4232 SNIPPET_RELEVANT b'1328517'
ACTION DOC 10000 4252 EXAMINING_DOCUMENT b'1328517'
ACTION SNIPPET 10000 4255 SNIPPET_NOT_RELEVANT b'1461036'
ACTION SNIPPET 10000 4258 SNIPPET_NOT_RELEVANT b'540152'
ACTION SNIPPET 10000 4261 SNIPPET_NOT_RELEVANT b'1839465'
ACTION SNIPPET 10000 4264 SNIPPET_NOT_RELEVANT b'1306087'
ACTION SNIPPET 10000 4267 SNIPPET_NOT_RELEVANT b'1187677'
ACTION SNIPPET 10000 4270 SNIPPET_RELEVANT b'1333758'
ACTION DOC 10000 4290 EXAMINING_DOCUMENT b'1333758'
ACTION QUERY 10000 4300 The Church of Satan
ACTION SERP 10000 4305 EXAMINE_SERP
ACTION SNIPPET 10000 4308 SNIPPET_RELEVANT b'96828'
ACTION DOC 10000 4328 EXAMINING_DOCUMENT b'96828'
ACTION SNIPPET 10000 4331 SNIPPET_RELEVANT b'373240'
ACTION DOC 10000 4351 EXAMINING_DOCUMENT b'373240'
ACTION QUERY 10000 4361 The Raelian Movement
ACTION SERP 10000 4366 EXAMINE_SERP
ACTION SNIPPET 10000 4369 SNIPPET_NOT_RELEVANT b'1010696'
ACTION SNIPPET 10000 4372 SNIPPET_NOT_RELEVANT b'950087'
ACTION SNIPPET 10000 4375 SNIPPET_RELEVANT b'1306367'
ACTION DOC 10000 4395 EXAMINING_DOCUMENT b'1306367'
ACTION SNIPPET 10000 4398 SNIPPET_RELEVANT b'1468165'
ACTION DOC 10000 4418 EXAMINING_DOCUMENT b'1468165'
ACTION QUERY 10000 4428 The Bhagwan Shree Rajneesh cult
ACTION SERP 10000 4433 EXAMINE_SERP
ACTION SNIPPET 10000 4436 SNIPPET_NOT_RELEVANT b'206524'
ACTION SNIPPET 10000 4439 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 4442 SNIPPET_RELEVANT b'1619800'
ACTION DOC 10000 4462 EXAMINING_DOCUMENT b'1619800'
ACTION SNIPPET 10000 4465 SNIPPET_RELEVANT b'464208'
ACTION DOC 10000 4485 EXAMINING_DOCUMENT b'464208'
ACTION QUERY 10000 4495 Heaven's Gate members
ACTION SERP 10000 4500 EXAMINE_SERP
ACTION SNIPPET 10000 4503 SEEN_PREVIOUSLY b'923384'
ACTION SNIPPET 10000 4506 SNIPPET_RELEVANT b'919779'
ACTION DOC 10000 4526 EXAMINING_DOCUMENT b'919779'
ACTION MARK 10000 4529 CONSIDERED_RELEVANT b'919779'
ACTION SNIPPET 10000 4532 SEEN_PREVIOUSLY b'966096'
ACTION SNIPPET 10000 4535 SNIPPET_RELEVANT b'988817'
ACTION DOC 10000 4555 EXAMINING_DOCUMENT b'988817'
ACTION SNIPPET 10000 4558 SNIPPET_RELEVANT b'1615958'
ACTION DOC 10000 4578 EXAMINING_DOCUMENT b'1615958'
ACTION SNIPPET 10000 4581 SNIPPET_RELEVANT b'1139510'
ACTION DOC 10000 4601 EXAMINING_DOCUMENT b'1139510'
ACTION QUERY 10000 4611 Scientology members
ACTION SERP 10000 4616 EXAMINE_SERP
ACTION SNIPPET 10000 4619 SNIPPET_NOT_RELEVANT b'995107'
ACTION SNIPPET 10000 4622 SNIPPET_NOT_RELEVANT b'80321'
ACTION SNIPPET 10000 4625 SNIPPET_RELEVANT b'717709'
ACTION DOC 10000 4645 EXAMINING_DOCUMENT b'717709'
ACTION SNIPPET 10000 4648 SEEN_PREVIOUSLY b'1198517'
ACTION SNIPPET 10000 4651 SNIPPET_RELEVANT b'824785'
ACTION DOC 10000 4671 EXAMINING_DOCUMENT b'824785'
ACTION QUERY 10000 4681 The People's Temple members
ACTION SERP 10000 4686 EXAMINE_SERP
ACTION SNIPPET 10000 4689 SNIPPET_NOT_RELEVANT b'790864'
ACTION SNIPPET 10000 4692 SNIPPET_RELEVANT b'816650'
ACTION DOC 10000 4712 EXAMINING_DOCUMENT b'816650'
ACTION SNIPPET 10000 4715 SNIPPET_RELEVANT b'1672121'
ACTION DOC 10000 4735 EXAMINING_DOCUMENT b'1672121'
ACTION QUERY 10000 4745 Branch Davidian members
ACTION SERP 10000 4750 EXAMINE_SERP
ACTION SNIPPET 10000 4753 SEEN_PREVIOUSLY b'756677'
ACTION SNIPPET 10000 4756 SEEN_PREVIOUSLY b'1301255'
ACTION SNIPPET 10000 4759 SNIPPET_NOT_RELEVANT b'843814'
ACTION SNIPPET 10000 4762 SNIPPET_RELEVANT b'637786'
ACTION DOC 10000 4782 EXAMINING_DOCUMENT b'637786'
ACTION MARK 10000 4785 CONSIDERED_RELEVANT b'637786'
ACTION SNIPPET 10000 4788 SNIPPET_NOT_RELEVANT b'1232434'
ACTION SNIPPET 10000 4791 SNIPPET_NOT_RELEVANT b'760345'
ACTION SNIPPET 10000 4794 SNIPPET_RELEVANT b'1245873'
ACTION DOC 10000 4814 EXAMINING_DOCUMENT b'1245873'
ACTION SNIPPET 10000 4817 SNIPPET_RELEVANT b'729580'
ACTION DOC 10000 4837 EXAMINING_DOCUMENT b'729580'
ACTION QUERY 10000 4847 Children of God members
ACTION SERP 10000 4852 EXAMINE_SERP
ACTION SNIPPET 10000 4855 SNIPPET_NOT_RELEVANT b'632319'
ACTION SNIPPET 10000 4858 SNIPPET_RELEVANT b'636814'
ACTION DOC 10000 4878 EXAMINING_DOCUMENT b'636814'
ACTION SNIPPET 10000 4881 SNIPPET_NOT_RELEVANT b'907478'
ACTION SNIPPET 10000 4884 SNIPPET_RELEVANT b'1208719'
ACTION DOC 10000 4904 EXAMINING_DOCUMENT b'1208719'
ACTION QUERY 10000 4914 Osho Rajneesh followers
ACTION SERP 10000 4919 EXAMINE_SERP
ACTION SNIPPET 10000 4922 SNIPPET_RELEVANT b'1447398'
ACTION DOC 10000 4942 EXAMINING_DOCUMENT b'1447398'
ACTION SNIPPET 10000 4945 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 4948 SNIPPET_NOT_RELEVANT b'1011695'
ACTION SNIPPET 10000 4951 SNIPPET_RELEVANT b'64428'
ACTION DOC 10000 4971 EXAMINING_DOCUMENT b'64428'
ACTION QUERY 10000 4981 The Family International members
ACTION SERP 10000 4986 EXAMINE_SERP
ACTION SNIPPET 10000 4989 SNIPPET_NOT_RELEVANT b'756953'
ACTION SNIPPET 10000 4992 SNIPPET_RELEVANT b'385575'
ACTION DOC 10000 5012 EXAMINING_DOCUMENT b'385575'
ACTION SNIPPET 10000 5015 SNIPPET_NOT_RELEVANT b'1000804'
ACTION SNIPPET 10000 5018 SNIPPET_NOT_RELEVANT b'990988'
ACTION SNIPPET 10000 5021 SNIPPET_NOT_RELEVANT b'998662'
ACTION SNIPPET 10000 5024 SNIPPET_NOT_RELEVANT b'873518'
ACTION SNIPPET 10000 5027 SNIPPET_NOT_RELEVANT b'153812'
ACTION SNIPPET 10000 5030 SNIPPET_RELEVANT b'1154645'
ACTION DOC 10000 5050 EXAMINING_DOCUMENT b'1154645'
ACTION QUERY 10000 5060 Aum Shinrikyo followers
ACTION SERP 10000 5065 EXAMINE_SERP
ACTION SNIPPET 10000 5068 SEEN_PREVIOUSLY b'1150317'
ACTION SNIPPET 10000 5071 SEEN_PREVIOUSLY b'750561'
ACTION SNIPPET 10000 5074 SEEN_PREVIOUSLY b'750525'
ACTION SNIPPET 10000 5077 SEEN_PREVIOUSLY b'751928'
ACTION SNIPPET 10000 5080 SNIPPET_RELEVANT b'753514'
ACTION DOC 10000 5100 EXAMINING_DOCUMENT b'753514'
ACTION MARK 10000 5103 CONSIDERED_RELEVANT b'753514'
ACTION SNIPPET 10000 5106 SNIPPET_RELEVANT b'1149889'
ACTION DOC 10000 5126 EXAMINING_DOCUMENT b'1149889'
ACTION MARK 10000 5129 CONSIDERED_RELEVANT b'1149889'
ACTION SNIPPET 10000 5132 SEEN_PREVIOUSLY b'752212'
ACTION SNIPPET 10000 5135 SEEN_PREVIOUSLY b'750743'
ACTION SNIPPET 10000 5138 SEEN_PREVIOUSLY b'1053343'
ACTION SNIPPET 10000 5141 SEEN_PREVIOUSLY b'755141'
ACTION SNIPPET 10000 5144 SEEN_PREVIOUSLY b'750307'
ACTION SNIPPET 10000 5147 SEEN_PREVIOUSLY b'816137'
ACTION SNIPPET 10000 5150 SEEN_PREVIOUSLY b'850912'
ACTION SNIPPET 10000 5153 SEEN_PREVIOUSLY b'846218'
ACTION SNIPPET 10000 5156 SEEN_PREVIOUSLY b'1171107'
ACTION SNIPPET 10000 5159 SNIPPET_NOT_RELEVANT b'757774'
ACTION SNIPPET 10000 5162 SNIPPET_NOT_RELEVANT b'917723'
ACTION SNIPPET 10000 5165 SEEN_PREVIOUSLY b'751757'
ACTION SNIPPET 10000 5168 SNIPPET_RELEVANT b'754056'
ACTION DOC 10000 5188 EXAMINING_DOCUMENT b'754056'
ACTION MARK 10000 5191 CONSIDERED_RELEVANT b'754056'
ACTION SNIPPET 10000 5194 SEEN_PREVIOUSLY b'763961'
ACTION SNIPPET 10000 5197 SEEN_PREVIOUSLY b'1160075'
ACTION SNIPPET 10000 5200 SEEN_PREVIOUSLY b'751923'
ACTION SNIPPET 10000 5203 SNIPPET_RELEVANT b'1164690'
ACTION DOC 10000 5223 EXAMINING_DOCUMENT b'1164690'
ACTION MARK 10000 5226 CONSIDERED_RELEVANT b'1164690'
ACTION SNIPPET 10000 5229 SNIPPET_RELEVANT b'767456'
ACTION DOC 10000 5249 EXAMINING_DOCUMENT b'767456'
ACTION MARK 10000 5252 CONSIDERED_RELEVANT b'767456'
ACTION SNIPPET 10000 5255 SEEN_PREVIOUSLY b'796412'
ACTION SNIPPET 10000 5258 SEEN_PREVIOUSLY b'796175'
ACTION SNIPPET 10000 5261 SEEN_PREVIOUSLY b'763034'
ACTION SNIPPET 10000 5264 SEEN_PREVIOUSLY b'836450'
ACTION SNIPPET 10000 5267 SEEN_PREVIOUSLY b'803048'
ACTION SNIPPET 10000 5270 SEEN_PREVIOUSLY b'803347'
ACTION SNIPPET 10000 5273 SEEN_PREVIOUSLY b'805753'
ACTION SNIPPET 10000 5276 SEEN_PREVIOUSLY b'805488'
ACTION SNIPPET 10000 5279 SEEN_PREVIOUSLY b'1173003'
ACTION SNIPPET 10000 5282 SEEN_PREVIOUSLY b'757098'
ACTION SNIPPET 10000 5285 SNIPPET_RELEVANT b'1134474'
ACTION DOC 10000 5305 EXAMINING_DOCUMENT b'1134474'
ACTION MARK 10000 5308 CONSIDERED_RELEVANT b'1134474'
ACTION SNIPPET 10000 5311 SEEN_PREVIOUSLY b'758795'
ACTION SNIPPET 10000 5314 SEEN_PREVIOUSLY b'750718'
ACTION SNIPPET 10000 5317 SEEN_PREVIOUSLY b'763009'
ACTION SNIPPET 10000 5320 SEEN_PREVIOUSLY b'1459335'
ACTION SNIPPET 10000 5323 SEEN_PREVIOUSLY b'775575'
ACTION SNIPPET 10000 5326 SEEN_PREVIOUSLY b'751127'
ACTION SNIPPET 10000 5329 SEEN_PREVIOUSLY b'1133523'
ACTION SNIPPET 10000 5332 SEEN_PREVIOUSLY b'751377'
ACTION SNIPPET 10000 5335 SEEN_PREVIOUSLY b'751134'
ACTION SNIPPET 10000 5338 SEEN_PREVIOUSLY b'751301'
ACTION SNIPPET 10000 5341 SNIPPET_RELEVANT b'763176'
ACTION DOC 10000 5361 EXAMINING_DOCUMENT b'763176'
ACTION MARK 10000 5364 CONSIDERED_RELEVANT b'763176'
ACTION SNIPPET 10000 5367 SEEN_PREVIOUSLY b'763438'
ACTION SNIPPET 10000 5370 SEEN_PREVIOUSLY b'770192'
ACTION SNIPPET 10000 5373 SEEN_PREVIOUSLY b'756669'
ACTION SNIPPET 10000 5376 SEEN_PREVIOUSLY b'1334039'
ACTION SNIPPET 10000 5379 SEEN_PREVIOUSLY b'750485'
ACTION SNIPPET 10000 5382 SEEN_PREVIOUSLY b'753065'
ACTION SNIPPET 10000 5385 SEEN_PREVIOUSLY b'1169712'
ACTION SNIPPET 10000 5388 SNIPPET_NOT_RELEVANT b'1562815'
ACTION SNIPPET 10000 5391 SEEN_PREVIOUSLY b'759939'
ACTION SNIPPET 10000 5394 SNIPPET_RELEVANT b'763248'
ACTION DOC 10000 5414 EXAMINING_DOCUMENT b'763248'
ACTION QUERY 10000 5424 Order of the Solar Temple members
ACTION SERP 10000 5429 EXAMINE_SERP
ACTION SNIPPET 10000 5432 SEEN_PREVIOUSLY b'918608'
ACTION SNIPPET 10000 5435 SEEN_PREVIOUSLY b'818750'
ACTION SNIPPET 10000 5438 SEEN_PREVIOUSLY b'818310'
ACTION SNIPPET 10000 5441 SEEN_PREVIOUSLY b'716340'
ACTION SNIPPET 10000 5444 SEEN_PREVIOUSLY b'716342'
ACTION SNIPPET 10000 5447 SNIPPET_NOT_RELEVANT b'818584'
ACTION SNIPPET 10000 5450 SEEN_PREVIOUSLY b'716323'
ACTION SNIPPET 10000 5453 SEEN_PREVIOUSLY b'716520'
ACTION SNIPPET 10000 5456 SNIPPET_NOT_RELEVANT b'817812'
ACTION SNIPPET 10000 5459 SEEN_PREVIOUSLY b'726685'
ACTION SNIPPET 10000 5462 SEEN_PREVIOUSLY b'717877'
ACTION SNIPPET 10000 5465 SNIPPET_NOT_RELEVANT b'718587'
ACTION SNIPPET 10000 5468 SNIPPET_RELEVANT b'918762'
ACTION DOC 10000 5488 EXAMINING_DOCUMENT b'918762'
ACTION MARK 10000 5491 CONSIDERED_RELEVANT b'918762'
ACTION SNIPPET 10000 5494 SEEN_PREVIOUSLY b'716328'
ACTION SNIPPET 10000 5497 SNIPPET_RELEVANT b'1304843'
ACTION DOC 10000 5517 EXAMINING_DOCUMENT b'1304843'
ACTION MARK 10000 5520 CONSIDERED_RELEVANT b'1304843'
ACTION SNIPPET 10000 5523 SNIPPET_RELEVANT b'717090'
ACTION DOC 10000 5543 EXAMINING_DOCUMENT b'717090'
ACTION MARK 10000 5546 CONSIDERED_RELEVANT b'717090'
ACTION SNIPPET 10000 5549 SNIPPET_RELEVANT b'858947'
ACTION DOC 10000 5569 EXAMINING_DOCUMENT b'858947'
ACTION MARK 10000 5572 CONSIDERED_RELEVANT b'858947'
ACTION SNIPPET 10000 5575 SNIPPET_NOT_RELEVANT b'716753'
ACTION SNIPPET 10000 5578 SNIPPET_NOT_RELEVANT b'203725'
ACTION SNIPPET 10000 5581 SNIPPET_RELEVANT b'717250'
ACTION DOC 10000 5601 EXAMINING_DOCUMENT b'717250'
ACTION MARK 10000 5604 CONSIDERED_RELEVANT b'717250'
ACTION SNIPPET 10000 5607 SNIPPET_RELEVANT b'718532'
ACTION DOC 10000 5627 EXAMINING_DOCUMENT b'718532'
ACTION MARK 10000 5630 CONSIDERED_RELEVANT b'718532'
ACTION SNIPPET 10000 5633 SNIPPET_NOT_RELEVANT b'1830905'
ACTION SNIPPET 10000 5636 SNIPPET_NOT_RELEVANT b'717105'
ACTION SNIPPET 10000 5639 SNIPPET_NOT_RELEVANT b'1810891'
ACTION SNIPPET 10000 5642 SEEN_PREVIOUSLY b'417667'
ACTION SNIPPET 10000 5645 SNIPPET_NOT_RELEVANT b'717082'
ACTION SNIPPET 10000 5648 SNIPPET_RELEVANT b'1358731'
ACTION DOC 10000 5668 EXAMINING_DOCUMENT b'1358731'
ACTION SNIPPET 10000 5671 SNIPPET_RELEVANT b'716531'
ACTION DOC 10000 5691 EXAMINING_DOCUMENT b'716531'
ACTION QUERY 10000 5701 The Manson Family members
ACTION SERP 10000 5706 EXAMINE_SERP
ACTION SNIPPET 10000 5709 SEEN_PREVIOUSLY b'1061147'
ACTION SNIPPET 10000 5712 SNIPPET_RELEVANT b'303833'
ACTION DOC 10000 5732 EXAMINING_DOCUMENT b'303833'
ACTION SNIPPET 10000 5735 SNIPPET_RELEVANT b'1061618'
ACTION DOC 10000 5755 EXAMINING_DOCUMENT b'1061618'
ACTION QUERY 10000 5765 The Rajneesh movement followers
ACTION SERP 10000 5770 EXAMINE_SERP
ACTION SNIPPET 10000 5773 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 5776 SEEN_PREVIOUSLY b'64428'
ACTION SNIPPET 10000 5779 SNIPPET_NOT_RELEVANT b'813204'
ACTION SNIPPET 10000 5782 SNIPPET_NOT_RELEVANT b'139283'
ACTION SNIPPET 10000 5785 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 5788 SEEN_PREVIOUSLY b'464208'
ACTION SNIPPET 10000 5791 SNIPPET_NOT_RELEVANT b'950044'
ACTION SNIPPET 10000 5794 SEEN_PREVIOUSLY b'217510'
ACTION SNIPPET 10000 5797 SNIPPET_RELEVANT b'206524'
ACTION DOC 10000 5817 EXAMINING_DOCUMENT b'206524'
ACTION QUERY 10000 5827 Synanon members
ACTION SERP 10000 5832 EXAMINE_SERP
ACTION SNIPPET 10000 5835 SEEN_PREVIOUSLY b'913223'
ACTION SNIPPET 10000 5838 SNIPPET_NOT_RELEVANT b'1814'
ACTION SNIPPET 10000 5841 SNIPPET_RELEVANT b'1814'
ACTION DOC 10000 5861 EXAMINING_DOCUMENT b'1814'
ACTION SNIPPET 10000 5864 SEEN_PREVIOUSLY b'1176601'
ACTION SNIPPET 10000 5867 SNIPPET_RELEVANT b'1770659'
ACTION DOC 10000 5887 EXAMINING_DOCUMENT b'1770659'
ACTION QUERY 10000 5897 FLDS Church members
ACTION SERP 10000 5902 EXAMINE_SERP
ACTION SNIPPET 10000 5905 SNIPPET_RELEVANT b'757092'
ACTION DOC 10000 5925 EXAMINING_DOCUMENT b'757092'
ACTION SNIPPET 10000 5928 SNIPPET_RELEVANT b'800304'
ACTION DOC 10000 5948 EXAMINING_DOCUMENT b'800304'
ACTION QUERY 10000 5958 The Moonies followers
ACTION SERP 10000 5963 EXAMINE_SERP
ACTION SNIPPET 10000 5966 SNIPPET_RELEVANT b'1485682'
ACTION DOC 10000 5986 EXAMINING_DOCUMENT b'1485682'
ACTION SNIPPET 10000 5989 SNIPPET_NOT_RELEVANT b'524360'
ACTION SNIPPET 10000 5992 SNIPPET_NOT_RELEVANT b'612069'
ACTION SNIPPET 10000 5995 SNIPPET_RELEVANT b'527587'
ACTION DOC 10000 6015 EXAMINING_DOCUMENT b'527587'
ACTION QUERY 10000 6025 The Process Church of the Final Judgment members
