ACTION QUERY 10000 10 journalist risks
ACTION SNIPPET 10000 3239 SNIPPET_RELEVANT b'584039'
ACTION DOC 10000 3259 EXAMINING_DOCUMENT b'584039'
ACTION MARK 10000 3262 CONSIDERED_RELEVANT b'584039'
ACTION SNIPPET 10000 3265 SNIPPET_RELEVANT b'1732730'
ACTION DOC 10000 3285 EXAMINING_DOCUMENT b'1732730'
ACTION SNIPPET 10000 3288 SNIPPET_RELEVANT b'1750684'
ACTION DOC 10000 3308 EXAMINING_DOCUMENT b'1750684'
ACTION SNIPPET 10000 3311 SNIPPET_NOT_RELEVANT b'1768781'
ACTION SNIPPET 10000 3314 SNIPPET_NOT_RELEVANT b'1362468'
ACTION QUERY 10000 3324 Media surveillance
ACTION SERP 10000 3329 EXAMINE_SERP
ACTION SNIPPET 10000 3332 SNIPPET_NOT_RELEVANT b'997964'
ACTION SNIPPET 10000 3335 SNIPPET_NOT_RELEVANT b'1735299'
ACTION SNIPPET 10000 3338 SNIPPET_NOT_RELEVANT b'1069521'
ACTION SNIPPET 10000 3341 SNIPPET_NOT_RELEVANT b'1811952'
ACTION SNIPPET 10000 3344 SNIPPET_NOT_RELEVANT b'1827369'
ACTION SNIPPET 10000 3347 SNIPPET_NOT_RELEVANT b'1730620'
ACTION SNIPPET 10000 3350 SNIPPET_RELEVANT b'1459727'
ACTION DOC 10000 3370 EXAMINING_DOCUMENT b'1459727'
ACTION SNIPPET 10000 3373 SNIPPET_NOT_RELEVANT b'1731392'
ACTION SNIPPET 10000 3376 SNIPPET_NOT_RELEVANT b'660571'
ACTION QUERY 10000 3386 Media bias
ACTION SERP 10000 3391 EXAMINE_SERP
ACTION SNIPPET 10000 3394 SNIPPET_NOT_RELEVANT b'1533937'
ACTION SNIPPET 10000 3397 SNIPPET_RELEVANT b'1478789'
ACTION DOC 10000 3417 EXAMINING_DOCUMENT b'1478789'
ACTION SNIPPET 10000 3420 SNIPPET_NOT_RELEVANT b'505829'
ACTION SNIPPET 10000 3423 SNIPPET_RELEVANT b'1473749'
ACTION DOC 10000 3443 EXAMINING_DOCUMENT b'1473749'
ACTION QUERY 10000 3453 Journalist intimidation
ACTION SERP 10000 3458 EXAMINE_SERP
ACTION SNIPPET 10000 3461 SNIPPET_NOT_RELEVANT b'1381246'
ACTION SNIPPET 10000 3464 SNIPPET_RELEVANT b'1851134'
ACTION DOC 10000 3484 EXAMINING_DOCUMENT b'1851134'
ACTION SNIPPET 10000 3487 SNIPPET_NOT_RELEVANT b'851916'
ACTION SNIPPET 10000 3490 SNIPPET_NOT_RELEVANT b'1363634'
ACTION SNIPPET 10000 3493 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 3496 SNIPPET_NOT_RELEVANT b'1235329'
ACTION SNIPPET 10000 3499 SNIPPET_NOT_RELEVANT b'1005251'
ACTION SNIPPET 10000 3502 SNIPPET_NOT_RELEVANT b'1627341'
ACTION SNIPPET 10000 3505 SEEN_PREVIOUSLY b'1823387'
ACTION QUERY 10000 3515 Media intimidation
ACTION SERP 10000 3520 EXAMINE_SERP
ACTION SNIPPET 10000 3523 SNIPPET_NOT_RELEVANT b'1607885'
ACTION SNIPPET 10000 3526 SNIPPET_NOT_RELEVANT b'688973'
ACTION SNIPPET 10000 3529 SNIPPET_RELEVANT b'1229895'
ACTION DOC 10000 3549 EXAMINING_DOCUMENT b'1229895'
ACTION SNIPPET 10000 3552 SNIPPET_RELEVANT b'1270362'
ACTION DOC 10000 3572 EXAMINING_DOCUMENT b'1270362'
ACTION QUERY 10000 3582 Press censorship
ACTION SERP 10000 3587 EXAMINE_SERP
ACTION SNIPPET 10000 3590 SNIPPET_NOT_RELEVANT b'295466'
ACTION SNIPPET 10000 3593 SNIPPET_NOT_RELEVANT b'72045'
ACTION SNIPPET 10000 3596 SEEN_PREVIOUSLY b'195164'
ACTION SNIPPET 10000 3599 SNIPPET_NOT_RELEVANT b'76617'
ACTION SNIPPET 10000 3602 SEEN_PREVIOUSLY b'1399753'
ACTION SNIPPET 10000 3605 SNIPPET_RELEVANT b'243070'
ACTION DOC 10000 3625 EXAMINING_DOCUMENT b'243070'
ACTION SNIPPET 10000 3628 SNIPPET_NOT_RELEVANT b'129042'
ACTION SNIPPET 10000 3631 SNIPPET_NOT_RELEVANT b'286465'
ACTION SNIPPET 10000 3634 SNIPPET_NOT_RELEVANT b'1012780'
ACTION QUERY 10000 3644 Journalist self-censorship
ACTION SERP 10000 3649 EXAMINE_SERP
ACTION SNIPPET 10000 3652 SNIPPET_RELEVANT b'672979'
ACTION DOC 10000 3672 EXAMINING_DOCUMENT b'672979'
ACTION SNIPPET 10000 3675 SNIPPET_NOT_RELEVANT b'243675'
ACTION SNIPPET 10000 3678 SEEN_PREVIOUSLY b'741939'
ACTION SNIPPET 10000 3681 SNIPPET_RELEVANT b'679801'
ACTION DOC 10000 3701 EXAMINING_DOCUMENT b'679801'
ACTION MARK 10000 3704 CONSIDERED_RELEVANT b'679801'
ACTION SNIPPET 10000 3707 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 3710 SEEN_PREVIOUSLY b'1739588'
ACTION SNIPPET 10000 3713 SNIPPET_NOT_RELEVANT b'1631550'
ACTION SNIPPET 10000 3716 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 3719 SNIPPET_NOT_RELEVANT b'1602778'
ACTION SNIPPET 10000 3722 SNIPPET_NOT_RELEVANT b'1345348'
ACTION SNIPPET 10000 3725 SNIPPET_RELEVANT b'1724802'
ACTION DOC 10000 3745 EXAMINING_DOCUMENT b'1724802'
ACTION MARK 10000 3748 CONSIDERED_RELEVANT b'1724802'
ACTION SNIPPET 10000 3751 SEEN_PREVIOUSLY b'1186050'
ACTION SNIPPET 10000 3754 SNIPPET_NOT_RELEVANT b'1550345'
ACTION SNIPPET 10000 3757 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 3760 SNIPPET_RELEVANT b'1796012'
ACTION DOC 10000 3780 EXAMINING_DOCUMENT b'1796012'
ACTION MARK 10000 3783 CONSIDERED_RELEVANT b'1796012'
ACTION SNIPPET 10000 3786 SNIPPET_NOT_RELEVANT b'1475956'
ACTION SNIPPET 10000 3789 SNIPPET_NOT_RELEVANT b'1345522'
ACTION SNIPPET 10000 3792 SNIPPET_NOT_RELEVANT b'210961'
ACTION SNIPPET 10000 3795 SNIPPET_NOT_RELEVANT b'1669654'
ACTION SNIPPET 10000 3798 SEEN_PREVIOUSLY b'186202'
ACTION SNIPPET 10000 3801 SNIPPET_NOT_RELEVANT b'1021409'
ACTION SNIPPET 10000 3804 SEEN_PREVIOUSLY b'428295'
ACTION SNIPPET 10000 3807 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 3810 SEEN_PREVIOUSLY b'1544150'
ACTION SNIPPET 10000 3813 SNIPPET_NOT_RELEVANT b'702727'
ACTION SNIPPET 10000 3816 SNIPPET_NOT_RELEVANT b'1097852'
ACTION SNIPPET 10000 3819 SNIPPET_RELEVANT b'317190'
ACTION DOC 10000 3839 EXAMINING_DOCUMENT b'317190'
ACTION QUERY 10000 3849 Media self-censorship
ACTION SERP 10000 3854 EXAMINE_SERP
ACTION SNIPPET 10000 3857 SNIPPET_NOT_RELEVANT b'883886'
ACTION SNIPPET 10000 3860 SNIPPET_RELEVANT b'1281776'
ACTION DOC 10000 3880 EXAMINING_DOCUMENT b'1281776'
ACTION SNIPPET 10000 3883 SNIPPET_NOT_RELEVANT b'860106'
ACTION SNIPPET 10000 3886 SNIPPET_RELEVANT b'995044'
ACTION DOC 10000 3906 EXAMINING_DOCUMENT b'995044'
ACTION QUERY 10000 3916 Journalist endangerment
ACTION SERP 10000 3921 EXAMINE_SERP
ACTION SNIPPET 10000 3924 SNIPPET_NOT_RELEVANT b'1059047'
ACTION SNIPPET 10000 3927 SNIPPET_NOT_RELEVANT b'1718335'
ACTION SNIPPET 10000 3930 SNIPPET_RELEVANT b'1161148'
ACTION DOC 10000 3950 EXAMINING_DOCUMENT b'1161148'
ACTION SNIPPET 10000 3953 SNIPPET_RELEVANT b'11959'
ACTION DOC 10000 3973 EXAMINING_DOCUMENT b'11959'
ACTION QUERY 10000 3983 Media endangerment
ACTION SERP 10000 3988 EXAMINE_SERP
ACTION SNIPPET 10000 3991 SNIPPET_NOT_RELEVANT b'1745014'
ACTION SNIPPET 10000 3994 SNIPPET_NOT_RELEVANT b'1834346'
ACTION SNIPPET 10000 3997 SNIPPET_NOT_RELEVANT b'1059047'
ACTION SNIPPET 10000 4000 SNIPPET_NOT_RELEVANT b'1718335'
ACTION SNIPPET 10000 4003 SEEN_PREVIOUSLY b'11959'
ACTION SNIPPET 10000 4006 SNIPPET_NOT_RELEVANT b'1771802'
ACTION SNIPPET 10000 4009 SNIPPET_NOT_RELEVANT b'1578118'
ACTION SNIPPET 10000 4012 SNIPPET_NOT_RELEVANT b'1643995'
ACTION SNIPPET 10000 4015 SNIPPET_NOT_RELEVANT b'1769688'
ACTION SNIPPET 10000 4018 SNIPPET_NOT_RELEVANT b'1467656'
ACTION SNIPPET 10000 4021 SNIPPET_NOT_RELEVANT b'928359'
ACTION SNIPPET 10000 4024 SNIPPET_RELEVANT b'987422'
ACTION DOC 10000 4044 EXAMINING_DOCUMENT b'987422'
ACTION QUERY 10000 4054 Cybersecurity risks for journalists
ACTION SERP 10000 4059 EXAMINE_SERP
ACTION SNIPPET 10000 4062 SNIPPET_NOT_RELEVANT b'1357900'
ACTION SNIPPET 10000 4065 SNIPPET_NOT_RELEVANT b'1520082'
ACTION SNIPPET 10000 4068 SNIPPET_RELEVANT b'1465096'
ACTION DOC 10000 4088 EXAMINING_DOCUMENT b'1465096'
ACTION SNIPPET 10000 4091 SNIPPET_RELEVANT b'1658114'
ACTION DOC 10000 4111 EXAMINING_DOCUMENT b'1658114'
ACTION QUERY 10000 4121 Investigative journalist risks
ACTION SERP 10000 4126 EXAMINE_SERP
ACTION SNIPPET 10000 4129 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 4132 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 4135 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 4138 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 4141 SNIPPET_NOT_RELEVANT b'29914'
ACTION SNIPPET 10000 4144 SNIPPET_NOT_RELEVANT b'1820670'
ACTION SNIPPET 10000 4147 SEEN_PREVIOUSLY b'1392654'
ACTION SNIPPET 10000 4150 SNIPPET_RELEVANT b'1513183'
ACTION DOC 10000 4170 EXAMINING_DOCUMENT b'1513183'
ACTION MARK 10000 4173 CONSIDERED_RELEVANT b'1513183'
ACTION SNIPPET 10000 4176 SNIPPET_NOT_RELEVANT b'679645'
ACTION SNIPPET 10000 4179 SNIPPET_RELEVANT b'508271'
ACTION DOC 10000 4199 EXAMINING_DOCUMENT b'508271'
ACTION SNIPPET 10000 4202 SNIPPET_NOT_RELEVANT b'507369'
ACTION SNIPPET 10000 4205 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 4208 SNIPPET_RELEVANT b'512477'
ACTION DOC 10000 4228 EXAMINING_DOCUMENT b'512477'
ACTION QUERY 10000 4238 Journalist safety training
ACTION SERP 10000 4243 EXAMINE_SERP
ACTION SNIPPET 10000 4246 SNIPPET_NOT_RELEVANT b'993691'
ACTION SNIPPET 10000 4249 SNIPPET_NOT_RELEVANT b'573949'
ACTION SNIPPET 10000 4252 SNIPPET_NOT_RELEVANT b'622606'
ACTION SNIPPET 10000 4255 SNIPPET_NOT_RELEVANT b'572806'
ACTION SNIPPET 10000 4258 SNIPPET_NOT_RELEVANT b'672796'
ACTION SNIPPET 10000 4261 SNIPPET_RELEVANT b'1697987'
ACTION DOC 10000 4281 EXAMINING_DOCUMENT b'1697987'
ACTION SNIPPET 10000 4284 SNIPPET_RELEVANT b'622834'
ACTION DOC 10000 4304 EXAMINING_DOCUMENT b'622834'
ACTION QUERY 10000 4314 Media safety training
ACTION SERP 10000 4319 EXAMINE_SERP
ACTION SNIPPET 10000 4322 SNIPPET_RELEVANT b'688038'
ACTION DOC 10000 4342 EXAMINING_DOCUMENT b'688038'
ACTION SNIPPET 10000 4345 SNIPPET_NOT_RELEVANT b'1627305'
ACTION SNIPPET 10000 4348 SNIPPET_NOT_RELEVANT b'958897'
ACTION SNIPPET 10000 4351 SNIPPET_RELEVANT b'470185'
ACTION DOC 10000 4371 EXAMINING_DOCUMENT b'470185'
ACTION QUERY 10000 4381 Foreign correspondent risks
ACTION SERP 10000 4386 EXAMINE_SERP
ACTION SNIPPET 10000 4389 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 4392 SNIPPET_RELEVANT b'1228334'
ACTION DOC 10000 4412 EXAMINING_DOCUMENT b'1228334'
ACTION SNIPPET 10000 4415 SNIPPET_NOT_RELEVANT b'182845'
ACTION SNIPPET 10000 4418 SNIPPET_RELEVANT b'1277244'
ACTION DOC 10000 4438 EXAMINING_DOCUMENT b'1277244'
ACTION QUERY 10000 4448 War zone safety
ACTION SERP 10000 4453 EXAMINE_SERP
ACTION SNIPPET 10000 4456 SNIPPET_RELEVANT b'1614040'
ACTION DOC 10000 4476 EXAMINING_DOCUMENT b'1614040'
ACTION SNIPPET 10000 4479 SNIPPET_RELEVANT b'583615'
ACTION DOC 10000 4499 EXAMINING_DOCUMENT b'583615'
ACTION QUERY 10000 4509 Journalist whistleblowers
ACTION SERP 10000 4514 EXAMINE_SERP
ACTION SNIPPET 10000 4517 SNIPPET_RELEVANT b'1707156'
ACTION DOC 10000 4537 EXAMINING_DOCUMENT b'1707156'
ACTION SNIPPET 10000 4540 SNIPPET_RELEVANT b'1556621'
ACTION DOC 10000 4560 EXAMINING_DOCUMENT b'1556621'
ACTION QUERY 10000 4570 Investigative journalism safety
ACTION SERP 10000 4575 EXAMINE_SERP
ACTION SNIPPET 10000 4578 SNIPPET_RELEVANT b'1154737'
ACTION DOC 10000 4598 EXAMINING_DOCUMENT b'1154737'
ACTION SNIPPET 10000 4601 SNIPPET_NOT_RELEVANT b'236206'
ACTION SNIPPET 10000 4604 SNIPPET_NOT_RELEVANT b'1852595'
ACTION SNIPPET 10000 4607 SNIPPET_RELEVANT b'1851069'
ACTION DOC 10000 4627 EXAMINING_DOCUMENT b'1851069'
ACTION QUERY 10000 4637 Journalist physical security
ACTION SERP 10000 4642 EXAMINE_SERP
ACTION SNIPPET 10000 4645 SNIPPET_RELEVANT b'279285'
ACTION DOC 10000 4665 EXAMINING_DOCUMENT b'279285'
ACTION SNIPPET 10000 4668 SNIPPET_NOT_RELEVANT b'1228123'
ACTION SNIPPET 10000 4671 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 4674 SNIPPET_RELEVANT b'965944'
ACTION DOC 10000 4694 EXAMINING_DOCUMENT b'965944'
ACTION QUERY 10000 4704 Media physical security
ACTION SERP 10000 4709 EXAMINE_SERP
ACTION SNIPPET 10000 4712 SNIPPET_RELEVANT b'1671823'
ACTION DOC 10000 4732 EXAMINING_DOCUMENT b'1671823'
ACTION SNIPPET 10000 4735 SNIPPET_NOT_RELEVANT b'1228123'
ACTION SNIPPET 10000 4738 SNIPPET_NOT_RELEVANT b'1242939'
ACTION SNIPPET 10000 4741 SNIPPET_NOT_RELEVANT b'1664511'
ACTION SNIPPET 10000 4744 SNIPPET_NOT_RELEVANT b'1734641'
ACTION SNIPPET 10000 4747 SNIPPET_RELEVANT b'664828'
ACTION DOC 10000 4767 EXAMINING_DOCUMENT b'664828'
ACTION QUERY 10000 4777 Journalist legal risks
ACTION SERP 10000 4782 EXAMINE_SERP
ACTION SNIPPET 10000 4785 SEEN_PREVIOUSLY b'1544859'
ACTION SNIPPET 10000 4788 SNIPPET_RELEVANT b'786404'
ACTION DOC 10000 4808 EXAMINING_DOCUMENT b'786404'
ACTION SNIPPET 10000 4811 SNIPPET_NOT_RELEVANT b'1401994'
ACTION SNIPPET 10000 4814 SNIPPET_RELEVANT b'67091'
ACTION DOC 10000 4834 EXAMINING_DOCUMENT b'67091'
ACTION QUERY 10000 4844 Media legal risks
ACTION SERP 10000 4849 EXAMINE_SERP
ACTION SNIPPET 10000 4852 SNIPPET_NOT_RELEVANT b'1578929'
ACTION SNIPPET 10000 4855 SNIPPET_RELEVANT b'1769558'
ACTION DOC 10000 4875 EXAMINING_DOCUMENT b'1769558'
ACTION SNIPPET 10000 4878 SEEN_PREVIOUSLY b'67091'
ACTION SNIPPET 10000 4881 SNIPPET_RELEVANT b'1125036'
ACTION DOC 10000 4901 EXAMINING_DOCUMENT b'1125036'
ACTION QUERY 10000 4911 Journalist digital security
ACTION SERP 10000 4916 EXAMINE_SERP
ACTION SNIPPET 10000 4919 SNIPPET_NOT_RELEVANT b'1376164'
ACTION SNIPPET 10000 4922 SNIPPET_RELEVANT b'1353169'
ACTION DOC 10000 4942 EXAMINING_DOCUMENT b'1353169'
ACTION SNIPPET 10000 4945 SNIPPET_NOT_RELEVANT b'1031042'
ACTION SNIPPET 10000 4948 SNIPPET_RELEVANT b'1073766'
ACTION DOC 10000 4968 EXAMINING_DOCUMENT b'1073766'
ACTION MARK 10000 4971 CONSIDERED_RELEVANT b'1073766'
ACTION SNIPPET 10000 4974 SNIPPET_NOT_RELEVANT b'1713611'
ACTION SNIPPET 10000 4977 SNIPPET_NOT_RELEVANT b'1528763'
ACTION SNIPPET 10000 4980 SNIPPET_NOT_RELEVANT b'1096130'
ACTION SNIPPET 10000 4983 SNIPPET_NOT_RELEVANT b'711639'
ACTION SNIPPET 10000 4986 SNIPPET_NOT_RELEVANT b'1080042'
ACTION SNIPPET 10000 4989 SNIPPET_RELEVANT b'1334768'
ACTION DOC 10000 5009 EXAMINING_DOCUMENT b'1334768'
ACTION SNIPPET 10000 5012 SNIPPET_NOT_RELEVANT b'1665065'
ACTION SNIPPET 10000 5015 SNIPPET_RELEVANT b'1610432'
ACTION DOC 10000 5035 EXAMINING_DOCUMENT b'1610432'
ACTION QUERY 10000 5045 Media digital security
ACTION SERP 10000 5050 EXAMINE_SERP
ACTION SNIPPET 10000 5053 SEEN_PREVIOUSLY b'1454651'
ACTION SNIPPET 10000 5056 SNIPPET_NOT_RELEVANT b'1336342'
ACTION SNIPPET 10000 5059 SNIPPET_NOT_RELEVANT b'1144616'
ACTION SNIPPET 10000 5062 SNIPPET_RELEVANT b'780912'
ACTION DOC 10000 5082 EXAMINING_DOCUMENT b'780912'
ACTION SNIPPET 10000 5085 SNIPPET_RELEVANT b'1210984'
ACTION DOC 10000 5105 EXAMINING_DOCUMENT b'1210984'
ACTION QUERY 10000 5115 How to keep journalists safe
ACTION SERP 10000 5120 EXAMINE_SERP
ACTION SNIPPET 10000 5123 SNIPPET_RELEVANT b'1473646'
ACTION DOC 10000 5143 EXAMINING_DOCUMENT b'1473646'
ACTION MARK 10000 5146 CONSIDERED_RELEVANT b'1473646'
ACTION SNIPPET 10000 5149 SNIPPET_RELEVANT b'1769240'
ACTION DOC 10000 5169 EXAMINING_DOCUMENT b'1769240'
ACTION MARK 10000 5172 CONSIDERED_RELEVANT b'1769240'
ACTION SNIPPET 10000 5175 SNIPPET_RELEVANT b'830748'
ACTION DOC 10000 5195 EXAMINING_DOCUMENT b'830748'
ACTION SNIPPET 10000 5198 SNIPPET_RELEVANT b'50415'
ACTION DOC 10000 5218 EXAMINING_DOCUMENT b'50415'
ACTION MARK 10000 5221 CONSIDERED_RELEVANT b'50415'
ACTION SNIPPET 10000 5224 SNIPPET_RELEVANT b'672796'
ACTION DOC 10000 5244 EXAMINING_DOCUMENT b'672796'
ACTION SNIPPET 10000 5247 SNIPPET_NOT_RELEVANT b'1498126'
ACTION SNIPPET 10000 5250 SNIPPET_NOT_RELEVANT b'1137026'
ACTION SNIPPET 10000 5253 SEEN_PREVIOUSLY b'428295'
ACTION SNIPPET 10000 5256 SNIPPET_NOT_RELEVANT b'1477492'
ACTION SNIPPET 10000 5259 SNIPPET_NOT_RELEVANT b'1499704'
ACTION SNIPPET 10000 5262 SNIPPET_NOT_RELEVANT b'315076'
ACTION SNIPPET 10000 5265 SNIPPET_NOT_RELEVANT b'1825381'
ACTION SNIPPET 10000 5268 SNIPPET_NOT_RELEVANT b'428791'
ACTION SNIPPET 10000 5271 SNIPPET_NOT_RELEVANT b'1746459'
ACTION QUERY 10000 5281 Journalist mental health risks
ACTION SERP 10000 5286 EXAMINE_SERP
ACTION SNIPPET 10000 5289 SNIPPET_NOT_RELEVANT b'1237778'
ACTION SNIPPET 10000 5292 SNIPPET_RELEVANT b'1078479'
ACTION DOC 10000 5312 EXAMINING_DOCUMENT b'1078479'
ACTION SNIPPET 10000 5315 SNIPPET_RELEVANT b'1432229'
ACTION DOC 10000 5335 EXAMINING_DOCUMENT b'1432229'
ACTION QUERY 10000 5345 Media mental health risks
ACTION SERP 10000 5350 EXAMINE_SERP
ACTION SNIPPET 10000 5353 SNIPPET_NOT_RELEVANT b'1189891'
ACTION SNIPPET 10000 5356 SNIPPET_NOT_RELEVANT b'129001'
ACTION SNIPPET 10000 5359 SNIPPET_NOT_RELEVANT b'1154549'
ACTION SNIPPET 10000 5362 SNIPPET_NOT_RELEVANT b'313600'
ACTION SNIPPET 10000 5365 SEEN_PREVIOUSLY b'1078479'
ACTION SNIPPET 10000 5368 SEEN_PREVIOUSLY b'1432229'
ACTION SNIPPET 10000 5371 SNIPPET_RELEVANT b'1469518'
ACTION DOC 10000 5391 EXAMINING_DOCUMENT b'1469518'
ACTION SNIPPET 10000 5394 SNIPPET_RELEVANT b'1128257'
ACTION DOC 10000 5414 EXAMINING_DOCUMENT b'1128257'
ACTION QUERY 10000 5424 Journalist assault prevention
ACTION SERP 10000 5429 EXAMINE_SERP
ACTION SNIPPET 10000 5432 SNIPPET_RELEVANT b'252995'
ACTION DOC 10000 5452 EXAMINING_DOCUMENT b'252995'
ACTION MARK 10000 5455 CONSIDERED_RELEVANT b'252995'
ACTION SNIPPET 10000 5458 SNIPPET_RELEVANT b'249232'
ACTION DOC 10000 5478 EXAMINING_DOCUMENT b'249232'
ACTION SNIPPET 10000 5481 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 5484 SNIPPET_NOT_RELEVANT b'1850665'
ACTION SNIPPET 10000 5487 SNIPPET_NOT_RELEVANT b'1195383'
ACTION SNIPPET 10000 5490 SNIPPET_RELEVANT b'81488'
ACTION DOC 10000 5510 EXAMINING_DOCUMENT b'81488'
ACTION MARK 10000 5513 CONSIDERED_RELEVANT b'81488'
ACTION SNIPPET 10000 5516 SNIPPET_RELEVANT b'714912'
ACTION DOC 10000 5536 EXAMINING_DOCUMENT b'714912'
ACTION SNIPPET 10000 5539 SNIPPET_NOT_RELEVANT b'341491'
ACTION SNIPPET 10000 5542 SEEN_PREVIOUSLY b'1071781'
ACTION SNIPPET 10000 5545 SNIPPET_RELEVANT b'709683'
ACTION DOC 10000 5565 EXAMINING_DOCUMENT b'709683'
ACTION QUERY 10000 5575 Media assault prevention
ACTION SERP 10000 5580 EXAMINE_SERP
ACTION SNIPPET 10000 5583 SNIPPET_RELEVANT b'1616193'
ACTION DOC 10000 5603 EXAMINING_DOCUMENT b'1616193'
ACTION SNIPPET 10000 5606 SNIPPET_RELEVANT b'1175644'
ACTION DOC 10000 5626 EXAMINING_DOCUMENT b'1175644'
ACTION QUERY 10000 5636 Press safety protocols
ACTION SERP 10000 5641 EXAMINE_SERP
ACTION SNIPPET 10000 5644 SNIPPET_RELEVANT b'1583561'
ACTION DOC 10000 5664 EXAMINING_DOCUMENT b'1583561'
ACTION SNIPPET 10000 5667 SNIPPET_RELEVANT b'1583993'
ACTION DOC 10000 5687 EXAMINING_DOCUMENT b'1583993'
ACTION QUERY 10000 5697 Journalist kidnapping prevention
ACTION SERP 10000 5702 EXAMINE_SERP
ACTION SNIPPET 10000 5705 SEEN_PREVIOUSLY b'50415'
ACTION SNIPPET 10000 5708 SNIPPET_NOT_RELEVANT b'1797481'
ACTION SNIPPET 10000 5711 SEEN_PREVIOUSLY b'1364005'
ACTION SNIPPET 10000 5714 SEEN_PREVIOUSLY b'385564'
ACTION SNIPPET 10000 5717 SNIPPET_NOT_RELEVANT b'686686'
ACTION SNIPPET 10000 5720 SEEN_PREVIOUSLY b'51193'
ACTION SNIPPET 10000 5723 SEEN_PREVIOUSLY b'252995'
ACTION SNIPPET 10000 5726 SNIPPET_RELEVANT b'1786039'
ACTION DOC 10000 5746 EXAMINING_DOCUMENT b'1786039'
ACTION SNIPPET 10000 5749 SNIPPET_NOT_RELEVANT b'948407'
ACTION QUERY 10000 5759 Cyberattack risks for journalists
ACTION SERP 10000 5764 EXAMINE_SERP
ACTION SNIPPET 10000 5767 SNIPPET_RELEVANT b'1677057'
ACTION DOC 10000 5787 EXAMINING_DOCUMENT b'1677057'
ACTION SNIPPET 10000 5790 SNIPPET_NOT_RELEVANT b'1480849'
ACTION SNIPPET 10000 5793 SNIPPET_NOT_RELEVANT b'1364102'
ACTION SNIPPET 10000 5796 SNIPPET_NOT_RELEVANT b'1442243'
ACTION SNIPPET 10000 5799 SNIPPET_RELEVANT b'1540408'
ACTION DOC 10000 5819 EXAMINING_DOCUMENT b'1540408'
ACTION QUERY 10000 5829 Investigative journalist intimidation
ACTION SERP 10000 5834 EXAMINE_SERP
ACTION SNIPPET 10000 5837 SNIPPET_RELEVANT b'1005251'
ACTION DOC 10000 5857 EXAMINING_DOCUMENT b'1005251'
ACTION MARK 10000 5860 CONSIDERED_RELEVANT b'1005251'
ACTION SNIPPET 10000 5863 SNIPPET_NOT_RELEVANT b'1403974'
ACTION SNIPPET 10000 5866 SNIPPET_NOT_RELEVANT b'1756787'
ACTION SNIPPET 10000 5869 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 5872 SEEN_PREVIOUSLY b'1823387'
ACTION SNIPPET 10000 5875 SNIPPET_NOT_RELEVANT b'1769233'
ACTION SNIPPET 10000 5878 SNIPPET_NOT_RELEVANT b'768891'
ACTION SNIPPET 10000 5881 SNIPPET_NOT_RELEVANT b'1752220'
ACTION SNIPPET 10000 5884 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 5887 SNIPPET_RELEVANT b'959455'
ACTION DOC 10000 5907 EXAMINING_DOCUMENT b'959455'
ACTION MARK 10000 5910 CONSIDERED_RELEVANT b'959455'
ACTION SNIPPET 10000 5913 SNIPPET_RELEVANT b'1096101'
ACTION DOC 10000 5933 EXAMINING_DOCUMENT b'1096101'
ACTION MARK 10000 5936 CONSIDERED_RELEVANT b'1096101'
ACTION SNIPPET 10000 5939 SEEN_PREVIOUSLY b'510389'
ACTION SNIPPET 10000 5942 SNIPPET_NOT_RELEVANT b'418810'
ACTION SNIPPET 10000 5945 SNIPPET_NOT_RELEVANT b'418811'
ACTION SNIPPET 10000 5948 SNIPPET_NOT_RELEVANT b'418688'
ACTION SNIPPET 10000 5951 SEEN_PREVIOUSLY b'1270362'
ACTION SNIPPET 10000 5954 SNIPPET_RELEVANT b'1738061'
ACTION DOC 10000 5974 EXAMINING_DOCUMENT b'1738061'
ACTION MARK 10000 5977 CONSIDERED_RELEVANT b'1738061'
ACTION SNIPPET 10000 5980 SNIPPET_NOT_RELEVANT b'1623028'
ACTION SNIPPET 10000 5983 SNIPPET_RELEVANT b'1630593'
ACTION DOC 10000 6003 EXAMINING_DOCUMENT b'1630593'
ACTION MARK 10000 6006 CONSIDERED_RELEVANT b'1630593'
ACTION SNIPPET 10000 6009 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 6012 SNIPPET_NOT_RELEVANT b'1106647'
ACTION SNIPPET 10000 6015 SNIPPET_RELEVANT b'1818267'
