ACTION QUERY 10000 10 journalist risks
ACTION DOC 10000 3276 EXAMINING_DOCUMENT b'473515'
ACTION SNIPPET 10000 3279 SNIPPET_NOT_RELEVANT b'1735225'
ACTION SNIPPET 10000 3282 SNIPPET_RELEVANT b'349358'
ACTION DOC 10000 3302 EXAMINING_DOCUMENT b'349358'
ACTION MARK 10000 3305 CONSIDERED_RELEVANT b'349358'
ACTION SNIPPET 10000 3308 SNIPPET_RELEVANT b'530680'
ACTION DOC 10000 3328 EXAMINING_DOCUMENT b'530680'
ACTION SNIPPET 10000 3331 SNIPPET_RELEVANT b'329987'
ACTION DOC 10000 3351 EXAMINING_DOCUMENT b'329987'
ACTION MARK 10000 3354 CONSIDERED_RELEVANT b'329987'
ACTION SNIPPET 10000 3357 SNIPPET_RELEVANT b'52255'
ACTION DOC 10000 3377 EXAMINING_DOCUMENT b'52255'
ACTION MARK 10000 3380 CONSIDERED_RELEVANT b'52255'
ACTION SNIPPET 10000 3383 SNIPPET_RELEVANT b'258752'
ACTION DOC 10000 3403 EXAMINING_DOCUMENT b'258752'
ACTION MARK 10000 3406 CONSIDERED_RELEVANT b'258752'
ACTION SNIPPET 10000 3409 SNIPPET_RELEVANT b'1335433'
ACTION DOC 10000 3429 EXAMINING_DOCUMENT b'1335433'
ACTION SNIPPET 10000 3432 SNIPPET_RELEVANT b'1724802'
ACTION DOC 10000 3452 EXAMINING_DOCUMENT b'1724802'
ACTION MARK 10000 3455 CONSIDERED_RELEVANT b'1724802'
ACTION SNIPPET 10000 3458 SNIPPET_NOT_RELEVANT b'529623'
ACTION SNIPPET 10000 3461 SNIPPET_NOT_RELEVANT b'243675'
ACTION SNIPPET 10000 3464 SNIPPET_RELEVANT b'584039'
ACTION DOC 10000 3484 EXAMINING_DOCUMENT b'584039'
ACTION MARK 10000 3487 CONSIDERED_RELEVANT b'584039'
ACTION SNIPPET 10000 3490 SNIPPET_RELEVANT b'1446607'
ACTION DOC 10000 3510 EXAMINING_DOCUMENT b'1446607'
ACTION SNIPPET 10000 3513 SEEN_PREVIOUSLY b'376072'
ACTION SNIPPET 10000 3516 SNIPPET_NOT_RELEVANT b'1808730'
ACTION SNIPPET 10000 3519 SNIPPET_NOT_RELEVANT b'1292422'
ACTION SNIPPET 10000 3522 SNIPPET_NOT_RELEVANT b'235591'
ACTION SNIPPET 10000 3525 SNIPPET_NOT_RELEVANT b'3403'
ACTION SNIPPET 10000 3528 SNIPPET_RELEVANT b'3403'
ACTION DOC 10000 3548 EXAMINING_DOCUMENT b'3403'
ACTION MARK 10000 3551 CONSIDERED_RELEVANT b'3403'
ACTION SNIPPET 10000 3554 SEEN_PREVIOUSLY b'573949'
ACTION SNIPPET 10000 3557 SNIPPET_NOT_RELEVANT b'1849425'
ACTION SNIPPET 10000 3560 SNIPPET_NOT_RELEVANT b'308041'
ACTION SNIPPET 10000 3563 SEEN_PREVIOUSLY b'1346643'
ACTION SNIPPET 10000 3566 SEEN_PREVIOUSLY b'799257'
ACTION SNIPPET 10000 3569 SNIPPET_NOT_RELEVANT b'1228123'
ACTION SNIPPET 10000 3572 SNIPPET_RELEVANT b'561427'
ACTION DOC 10000 3592 EXAMINING_DOCUMENT b'561427'
ACTION MARK 10000 3595 CONSIDERED_RELEVANT b'561427'
ACTION SNIPPET 10000 3598 SNIPPET_NOT_RELEVANT b'33102'
ACTION SNIPPET 10000 3601 SNIPPET_NOT_RELEVANT b'166762'
ACTION SNIPPET 10000 3604 SNIPPET_NOT_RELEVANT b'1626437'
ACTION SNIPPET 10000 3607 SNIPPET_RELEVANT b'1784434'
ACTION DOC 10000 3627 EXAMINING_DOCUMENT b'1784434'
ACTION MARK 10000 3630 CONSIDERED_RELEVANT b'1784434'
ACTION SNIPPET 10000 3633 SNIPPET_NOT_RELEVANT b'423290'
ACTION SNIPPET 10000 3636 SNIPPET_RELEVANT b'1490835'
ACTION DOC 10000 3656 EXAMINING_DOCUMENT b'1490835'
ACTION SNIPPET 10000 3659 SNIPPET_NOT_RELEVANT b'445178'
ACTION SNIPPET 10000 3662 SNIPPET_RELEVANT b'1754147'
ACTION DOC 10000 3682 EXAMINING_DOCUMENT b'1754147'
ACTION QUERY 10000 3692 Media security
ACTION SERP 10000 3697 EXAMINE_SERP
ACTION SNIPPET 10000 3700 SNIPPET_NOT_RELEVANT b'1377604'
ACTION SNIPPET 10000 3703 SNIPPET_NOT_RELEVANT b'1209817'
ACTION SNIPPET 10000 3706 SNIPPET_NOT_RELEVANT b'402903'
ACTION SNIPPET 10000 3709 SNIPPET_NOT_RELEVANT b'541760'
ACTION SNIPPET 10000 3712 SNIPPET_NOT_RELEVANT b'84672'
ACTION SNIPPET 10000 3715 SNIPPET_NOT_RELEVANT b'1198796'
ACTION SNIPPET 10000 3718 SNIPPET_NOT_RELEVANT b'1131088'
ACTION SNIPPET 10000 3721 SNIPPET_RELEVANT b'1671823'
ACTION DOC 10000 3741 EXAMINING_DOCUMENT b'1671823'
ACTION SNIPPET 10000 3744 SNIPPET_RELEVANT b'1377747'
ACTION DOC 10000 3764 EXAMINING_DOCUMENT b'1377747'
ACTION QUERY 10000 3774 Journalistic ethics violations
ACTION SERP 10000 3779 EXAMINE_SERP
ACTION SNIPPET 10000 3782 SNIPPET_NOT_RELEVANT b'1034511'
ACTION SNIPPET 10000 3785 SNIPPET_NOT_RELEVANT b'1016627'
ACTION SNIPPET 10000 3788 SNIPPET_NOT_RELEVANT b'1348988'
ACTION SNIPPET 10000 3791 SNIPPET_RELEVANT b'318902'
ACTION DOC 10000 3811 EXAMINING_DOCUMENT b'318902'
ACTION SNIPPET 10000 3814 SNIPPET_NOT_RELEVANT b'1744552'
ACTION SNIPPET 10000 3817 SNIPPET_NOT_RELEVANT b'284855'
ACTION SNIPPET 10000 3820 SNIPPET_NOT_RELEVANT b'510389'
ACTION SNIPPET 10000 3823 SNIPPET_RELEVANT b'667722'
ACTION DOC 10000 3843 EXAMINING_DOCUMENT b'667722'
ACTION QUERY 10000 3853 Journalist censorship
ACTION SERP 10000 3858 EXAMINE_SERP
ACTION SNIPPET 10000 3861 SNIPPET_NOT_RELEVANT b'506759'
ACTION SNIPPET 10000 3864 SNIPPET_NOT_RELEVANT b'572806'
ACTION SNIPPET 10000 3867 SEEN_PREVIOUSLY b'573949'
ACTION SNIPPET 10000 3870 SNIPPET_NOT_RELEVANT b'1198614'
ACTION SNIPPET 10000 3873 SNIPPET_NOT_RELEVANT b'164778'
ACTION SNIPPET 10000 3876 SNIPPET_NOT_RELEVANT b'109413'
ACTION SNIPPET 10000 3879 SNIPPET_NOT_RELEVANT b'961149'
ACTION SNIPPET 10000 3882 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 3885 SNIPPET_NOT_RELEVANT b'684328'
ACTION SNIPPET 10000 3888 SNIPPET_NOT_RELEVANT b'156507'
ACTION SNIPPET 10000 3891 SNIPPET_NOT_RELEVANT b'416872'
ACTION SNIPPET 10000 3894 SNIPPET_NOT_RELEVANT b'416831'
ACTION SNIPPET 10000 3897 SNIPPET_NOT_RELEVANT b'416796'
ACTION SNIPPET 10000 3900 SNIPPET_NOT_RELEVANT b'1740301'
ACTION SNIPPET 10000 3903 SNIPPET_NOT_RELEVANT b'1627341'
ACTION QUERY 10000 3913 Media censorship
ACTION SERP 10000 3918 EXAMINE_SERP
ACTION SNIPPET 10000 3921 SNIPPET_NOT_RELEVANT b'1297772'
ACTION SNIPPET 10000 3924 SNIPPET_NOT_RELEVANT b'5952'
ACTION SNIPPET 10000 3927 SNIPPET_RELEVANT b'5952'
ACTION DOC 10000 3947 EXAMINING_DOCUMENT b'5952'
ACTION SNIPPET 10000 3950 SNIPPET_NOT_RELEVANT b'453811'
ACTION SNIPPET 10000 3953 SNIPPET_RELEVANT b'513864'
ACTION DOC 10000 3973 EXAMINING_DOCUMENT b'513864'
ACTION QUERY 10000 3983 Journalist surveillance
ACTION SERP 10000 3988 EXAMINE_SERP
ACTION SNIPPET 10000 3991 SEEN_PREVIOUSLY b'329987'
ACTION SNIPPET 10000 3994 SEEN_PREVIOUSLY b'584039'
ACTION SNIPPET 10000 3997 SEEN_PREVIOUSLY b'473515'
ACTION SNIPPET 10000 4000 SNIPPET_NOT_RELEVANT b'770205'
ACTION SNIPPET 10000 4003 SNIPPET_RELEVANT b'529623'
ACTION DOC 10000 4023 EXAMINING_DOCUMENT b'529623'
ACTION SNIPPET 10000 4026 SNIPPET_NOT_RELEVANT b'1732730'
ACTION SNIPPET 10000 4029 SNIPPET_NOT_RELEVANT b'1752439'
ACTION SNIPPET 10000 4032 SNIPPET_RELEVANT b'1750684'
ACTION DOC 10000 4052 EXAMINING_DOCUMENT b'1750684'
ACTION QUERY 10000 4062 Media surveillance
ACTION SERP 10000 4067 EXAMINE_SERP
ACTION SNIPPET 10000 4070 SNIPPET_RELEVANT b'1810761'
ACTION DOC 10000 4090 EXAMINING_DOCUMENT b'1810761'
ACTION SNIPPET 10000 4093 SNIPPET_NOT_RELEVANT b'997964'
ACTION SNIPPET 10000 4096 SNIPPET_NOT_RELEVANT b'1835856'
ACTION SNIPPET 10000 4099 SNIPPET_NOT_RELEVANT b'39295'
ACTION SNIPPET 10000 4102 SNIPPET_NOT_RELEVANT b'711090'
ACTION SNIPPET 10000 4105 SNIPPET_NOT_RELEVANT b'1551403'
ACTION SNIPPET 10000 4108 SNIPPET_NOT_RELEVANT b'660571'
ACTION SNIPPET 10000 4111 SNIPPET_NOT_RELEVANT b'1321564'
ACTION SNIPPET 10000 4114 SNIPPET_NOT_RELEVANT b'971385'
ACTION QUERY 10000 4124 Media bias
ACTION SERP 10000 4129 EXAMINE_SERP
ACTION SNIPPET 10000 4132 SNIPPET_NOT_RELEVANT b'1533937'
ACTION SNIPPET 10000 4135 SNIPPET_NOT_RELEVANT b'1350893'
ACTION SNIPPET 10000 4138 SNIPPET_RELEVANT b'1478789'
ACTION DOC 10000 4158 EXAMINING_DOCUMENT b'1478789'
ACTION SNIPPET 10000 4161 SNIPPET_NOT_RELEVANT b'1073120'
ACTION SNIPPET 10000 4164 SNIPPET_NOT_RELEVANT b'1473749'
ACTION SNIPPET 10000 4167 SNIPPET_RELEVANT b'1673673'
ACTION DOC 10000 4187 EXAMINING_DOCUMENT b'1673673'
ACTION QUERY 10000 4197 Journalist intimidation
ACTION SERP 10000 4202 EXAMINE_SERP
ACTION SNIPPET 10000 4205 SNIPPET_RELEVANT b'1005251'
ACTION DOC 10000 4225 EXAMINING_DOCUMENT b'1005251'
ACTION MARK 10000 4228 CONSIDERED_RELEVANT b'1005251'
ACTION SNIPPET 10000 4231 SNIPPET_RELEVANT b'914125'
ACTION DOC 10000 4251 EXAMINING_DOCUMENT b'914125'
ACTION MARK 10000 4254 CONSIDERED_RELEVANT b'914125'
ACTION SNIPPET 10000 4257 SNIPPET_NOT_RELEVANT b'1851134'
ACTION SNIPPET 10000 4260 SNIPPET_RELEVANT b'1235329'
ACTION DOC 10000 4280 EXAMINING_DOCUMENT b'1235329'
ACTION SNIPPET 10000 4283 SEEN_PREVIOUSLY b'959455'
ACTION SNIPPET 10000 4286 SNIPPET_NOT_RELEVANT b'1823387'
ACTION SNIPPET 10000 4289 SNIPPET_RELEVANT b'1735896'
ACTION DOC 10000 4309 EXAMINING_DOCUMENT b'1735896'
ACTION QUERY 10000 4319 Media intimidation
ACTION SERP 10000 4324 EXAMINE_SERP
ACTION SNIPPET 10000 4327 SNIPPET_NOT_RELEVANT b'797564'
ACTION SNIPPET 10000 4330 SNIPPET_RELEVANT b'797863'
ACTION DOC 10000 4350 EXAMINING_DOCUMENT b'797863'
ACTION SNIPPET 10000 4353 SNIPPET_NOT_RELEVANT b'668715'
ACTION SNIPPET 10000 4356 SEEN_PREVIOUSLY b'1235329'
ACTION SNIPPET 10000 4359 SNIPPET_NOT_RELEVANT b'959812'
ACTION SNIPPET 10000 4362 SNIPPET_NOT_RELEVANT b'1229895'
ACTION SNIPPET 10000 4365 SNIPPET_NOT_RELEVANT b'1823387'
ACTION SNIPPET 10000 4368 SNIPPET_NOT_RELEVANT b'1381246'
ACTION SNIPPET 10000 4371 SNIPPET_RELEVANT b'4852'
ACTION DOC 10000 4391 EXAMINING_DOCUMENT b'4852'
ACTION QUERY 10000 4401 Press censorship
ACTION SERP 10000 4406 EXAMINE_SERP
ACTION SNIPPET 10000 4409 SNIPPET_RELEVANT b'506759'
ACTION DOC 10000 4429 EXAMINING_DOCUMENT b'506759'
ACTION SNIPPET 10000 4432 SNIPPET_RELEVANT b'295466'
ACTION DOC 10000 4452 EXAMINING_DOCUMENT b'295466'
ACTION QUERY 10000 4462 Journalist self-censorship
ACTION SERP 10000 4467 EXAMINE_SERP
ACTION SNIPPET 10000 4470 SNIPPET_NOT_RELEVANT b'1808730'
ACTION SNIPPET 10000 4473 SNIPPET_RELEVANT b'648553'
ACTION DOC 10000 4493 EXAMINING_DOCUMENT b'648553'
ACTION MARK 10000 4496 CONSIDERED_RELEVANT b'648553'
ACTION SNIPPET 10000 4499 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 4502 SEEN_PREVIOUSLY b'1739588'
ACTION SNIPPET 10000 4505 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 4508 SEEN_PREVIOUSLY b'1793446'
ACTION SNIPPET 10000 4511 SNIPPET_RELEVANT b'1544150'
ACTION DOC 10000 4531 EXAMINING_DOCUMENT b'1544150'
ACTION MARK 10000 4534 CONSIDERED_RELEVANT b'1544150'
ACTION SNIPPET 10000 4537 SNIPPET_RELEVANT b'1849549'
ACTION DOC 10000 4557 EXAMINING_DOCUMENT b'1849549'
ACTION MARK 10000 4560 CONSIDERED_RELEVANT b'1849549'
ACTION SNIPPET 10000 4563 SNIPPET_NOT_RELEVANT b'1097852'
ACTION SNIPPET 10000 4566 SNIPPET_RELEVANT b'1796012'
ACTION DOC 10000 4586 EXAMINING_DOCUMENT b'1796012'
ACTION MARK 10000 4589 CONSIDERED_RELEVANT b'1796012'
ACTION SNIPPET 10000 4592 SEEN_PREVIOUSLY b'1724802'
ACTION SNIPPET 10000 4595 SEEN_PREVIOUSLY b'836700'
ACTION SNIPPET 10000 4598 SNIPPET_RELEVANT b'1550345'
ACTION DOC 10000 4618 EXAMINING_DOCUMENT b'1550345'
ACTION SNIPPET 10000 4621 SNIPPET_RELEVANT b'243675'
ACTION DOC 10000 4641 EXAMINING_DOCUMENT b'243675'
ACTION QUERY 10000 4651 Media self-censorship
ACTION SERP 10000 4656 EXAMINE_SERP
ACTION SNIPPET 10000 4659 SNIPPET_RELEVANT b'790969'
ACTION DOC 10000 4679 EXAMINING_DOCUMENT b'790969'
ACTION SNIPPET 10000 4682 SNIPPET_RELEVANT b'1460711'
ACTION DOC 10000 4702 EXAMINING_DOCUMENT b'1460711'
ACTION QUERY 10000 4712 Journalist endangerment
ACTION SERP 10000 4717 EXAMINE_SERP
ACTION SNIPPET 10000 4720 SNIPPET_RELEVANT b'1040432'
ACTION DOC 10000 4740 EXAMINING_DOCUMENT b'1040432'
ACTION SNIPPET 10000 4743 SNIPPET_NOT_RELEVANT b'44679'
ACTION SNIPPET 10000 4746 SNIPPET_NOT_RELEVANT b'1467656'
ACTION SNIPPET 10000 4749 SNIPPET_RELEVANT b'482196'
ACTION DOC 10000 4769 EXAMINING_DOCUMENT b'482196'
ACTION QUERY 10000 4779 Media endangerment
ACTION SERP 10000 4784 EXAMINE_SERP
ACTION SNIPPET 10000 4787 SNIPPET_RELEVANT b'1771802'
ACTION DOC 10000 4807 EXAMINING_DOCUMENT b'1771802'
ACTION SNIPPET 10000 4810 SNIPPET_NOT_RELEVANT b'997326'
ACTION SNIPPET 10000 4813 SNIPPET_RELEVANT b'1467656'
ACTION DOC 10000 4833 EXAMINING_DOCUMENT b'1467656'
ACTION QUERY 10000 4843 Cybersecurity risks for journalists
ACTION SERP 10000 4848 EXAMINE_SERP
ACTION SNIPPET 10000 4851 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 4854 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 4857 SNIPPET_RELEVANT b'1417615'
ACTION DOC 10000 4877 EXAMINING_DOCUMENT b'1417615'
ACTION SNIPPET 10000 4880 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 4883 SEEN_PREVIOUSLY b'1544859'
ACTION SNIPPET 10000 4886 SEEN_PREVIOUSLY b'1467740'
ACTION SNIPPET 10000 4889 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 4892 SEEN_PREVIOUSLY b'1401994'
ACTION SNIPPET 10000 4895 SNIPPET_NOT_RELEVANT b'1527582'
ACTION QUERY 10000 4905 Investigative journalist risks
ACTION SERP 10000 4910 EXAMINE_SERP
ACTION SNIPPET 10000 4913 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 4916 SNIPPET_NOT_RELEVANT b'1392654'
ACTION SNIPPET 10000 4919 SEEN_PREVIOUSLY b'728912'
ACTION SNIPPET 10000 4922 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 4925 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 4928 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 4931 SEEN_PREVIOUSLY b'1401994'
ACTION SNIPPET 10000 4934 SNIPPET_NOT_RELEVANT b'1650628'
ACTION SNIPPET 10000 4937 SEEN_PREVIOUSLY b'741939'
ACTION SNIPPET 10000 4940 SNIPPET_RELEVANT b'948407'
ACTION DOC 10000 4960 EXAMINING_DOCUMENT b'948407'
ACTION MARK 10000 4963 CONSIDERED_RELEVANT b'948407'
ACTION SNIPPET 10000 4966 SNIPPET_RELEVANT b'1126585'
ACTION DOC 10000 4986 EXAMINING_DOCUMENT b'1126585'
ACTION MARK 10000 4989 CONSIDERED_RELEVANT b'1126585'
ACTION SNIPPET 10000 4992 SEEN_PREVIOUSLY b'959455'
ACTION SNIPPET 10000 4995 SNIPPET_RELEVANT b'1614917'
ACTION DOC 10000 5015 EXAMINING_DOCUMENT b'1614917'
ACTION SNIPPET 10000 5018 SNIPPET_RELEVANT b'1559606'
ACTION DOC 10000 5038 EXAMINING_DOCUMENT b'1559606'
ACTION MARK 10000 5041 CONSIDERED_RELEVANT b'1559606'
ACTION SNIPPET 10000 5044 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 5047 SNIPPET_RELEVANT b'79264'
ACTION DOC 10000 5067 EXAMINING_DOCUMENT b'79264'
ACTION SNIPPET 10000 5070 SNIPPET_NOT_RELEVANT b'507369'
ACTION SNIPPET 10000 5073 SNIPPET_RELEVANT b'94066'
ACTION DOC 10000 5093 EXAMINING_DOCUMENT b'94066'
ACTION QUERY 10000 5103 Journalist safety training
ACTION SERP 10000 5108 EXAMINE_SERP
ACTION SNIPPET 10000 5111 SEEN_PREVIOUSLY b'993691'
ACTION SNIPPET 10000 5114 SEEN_PREVIOUSLY b'573949'
ACTION SNIPPET 10000 5117 SNIPPET_RELEVANT b'572806'
ACTION DOC 10000 5137 EXAMINING_DOCUMENT b'572806'
ACTION SNIPPET 10000 5140 SNIPPET_NOT_RELEVANT b'1591808'
ACTION SNIPPET 10000 5143 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 5146 SNIPPET_RELEVANT b'1381713'
ACTION DOC 10000 5166 EXAMINING_DOCUMENT b'1381713'
ACTION QUERY 10000 5176 Media safety training
ACTION SERP 10000 5181 EXAMINE_SERP
ACTION SNIPPET 10000 5184 SEEN_PREVIOUSLY b'993691'
ACTION SNIPPET 10000 5187 SNIPPET_NOT_RELEVANT b'109095'
ACTION SNIPPET 10000 5190 SNIPPET_RELEVANT b'651605'
ACTION DOC 10000 5210 EXAMINING_DOCUMENT b'651605'
ACTION SNIPPET 10000 5213 SNIPPET_NOT_RELEVANT b'782645'
ACTION SNIPPET 10000 5216 SNIPPET_NOT_RELEVANT b'24213'
ACTION SNIPPET 10000 5219 SEEN_PREVIOUSLY b'688038'
ACTION SNIPPET 10000 5222 SNIPPET_NOT_RELEVANT b'535070'
ACTION SNIPPET 10000 5225 SEEN_PREVIOUSLY b'1671823'
ACTION SNIPPET 10000 5228 SNIPPET_NOT_RELEVANT b'1556632'
ACTION QUERY 10000 5238 Foreign correspondent risks
ACTION SERP 10000 5243 EXAMINE_SERP
ACTION SNIPPET 10000 5246 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 5249 SEEN_PREVIOUSLY b'1369972'
ACTION SNIPPET 10000 5252 SNIPPET_NOT_RELEVANT b'1615723'
ACTION SNIPPET 10000 5255 SNIPPET_RELEVANT b'1268503'
ACTION DOC 10000 5275 EXAMINING_DOCUMENT b'1268503'
ACTION SNIPPET 10000 5278 SNIPPET_NOT_RELEVANT b'1277244'
ACTION SNIPPET 10000 5281 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 5284 SNIPPET_RELEVANT b'733708'
ACTION DOC 10000 5304 EXAMINING_DOCUMENT b'733708'
ACTION QUERY 10000 5314 War zone safety
ACTION SERP 10000 5319 EXAMINE_SERP
ACTION SNIPPET 10000 5322 SEEN_PREVIOUSLY b'993691'
ACTION SNIPPET 10000 5325 SNIPPET_NOT_RELEVANT b'1734783'
ACTION SNIPPET 10000 5328 SNIPPET_NOT_RELEVANT b'1411873'
ACTION SNIPPET 10000 5331 SNIPPET_RELEVANT b'1614040'
ACTION DOC 10000 5351 EXAMINING_DOCUMENT b'1614040'
ACTION SNIPPET 10000 5354 SNIPPET_RELEVANT b'436292'
ACTION DOC 10000 5374 EXAMINING_DOCUMENT b'436292'
ACTION QUERY 10000 5384 Journalist whistleblowers
ACTION SERP 10000 5389 EXAMINE_SERP
ACTION SNIPPET 10000 5392 SNIPPET_RELEVANT b'1707156'
ACTION DOC 10000 5412 EXAMINING_DOCUMENT b'1707156'
ACTION SNIPPET 10000 5415 SNIPPET_NOT_RELEVANT b'1684339'
ACTION SNIPPET 10000 5418 SNIPPET_RELEVANT b'1322533'
ACTION DOC 10000 5438 EXAMINING_DOCUMENT b'1322533'
ACTION QUERY 10000 5448 Investigative journalism safety
ACTION SERP 10000 5453 EXAMINE_SERP
ACTION SNIPPET 10000 5456 SNIPPET_NOT_RELEVANT b'1567491'
ACTION SNIPPET 10000 5459 SEEN_PREVIOUSLY b'866574'
ACTION SNIPPET 10000 5462 SNIPPET_RELEVANT b'236206'
ACTION DOC 10000 5482 EXAMINING_DOCUMENT b'236206'
ACTION SNIPPET 10000 5485 SNIPPET_NOT_RELEVANT b'913878'
ACTION SNIPPET 10000 5488 SNIPPET_NOT_RELEVANT b'1131625'
ACTION SNIPPET 10000 5491 SNIPPET_NOT_RELEVANT b'1001787'
ACTION SNIPPET 10000 5494 SNIPPET_NOT_RELEVANT b'1572155'
ACTION SNIPPET 10000 5497 SNIPPET_NOT_RELEVANT b'1154737'
ACTION SNIPPET 10000 5500 SNIPPET_NOT_RELEVANT b'895771'
ACTION QUERY 10000 5510 Journalist physical security
ACTION SERP 10000 5515 EXAMINE_SERP
ACTION SNIPPET 10000 5518 SNIPPET_NOT_RELEVANT b'412776'
ACTION SNIPPET 10000 5521 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 5524 SNIPPET_NOT_RELEVANT b'424555'
ACTION SNIPPET 10000 5527 SNIPPET_NOT_RELEVANT b'428791'
ACTION SNIPPET 10000 5530 SNIPPET_RELEVANT b'1594021'
ACTION DOC 10000 5550 EXAMINING_DOCUMENT b'1594021'
ACTION SNIPPET 10000 5553 SNIPPET_RELEVANT b'1381246'
ACTION DOC 10000 5573 EXAMINING_DOCUMENT b'1381246'
ACTION QUERY 10000 5583 Media physical security
ACTION SERP 10000 5588 EXAMINE_SERP
ACTION SNIPPET 10000 5591 SNIPPET_NOT_RELEVANT b'1771300'
ACTION SNIPPET 10000 5594 SNIPPET_NOT_RELEVANT b'1128257'
ACTION SNIPPET 10000 5597 SEEN_PREVIOUSLY b'1381246'
ACTION SNIPPET 10000 5600 SNIPPET_NOT_RELEVANT b'890004'
ACTION SNIPPET 10000 5603 SEEN_PREVIOUSLY b'958056'
ACTION SNIPPET 10000 5606 SNIPPET_NOT_RELEVANT b'1823387'
ACTION SNIPPET 10000 5609 SNIPPET_RELEVANT b'664828'
ACTION DOC 10000 5629 EXAMINING_DOCUMENT b'664828'
ACTION SNIPPET 10000 5632 SNIPPET_RELEVANT b'85393'
ACTION DOC 10000 5652 EXAMINING_DOCUMENT b'85393'
ACTION QUERY 10000 5662 Journalist legal risks
ACTION SERP 10000 5667 EXAMINE_SERP
ACTION SNIPPET 10000 5670 SNIPPET_RELEVANT b'1650628'
ACTION DOC 10000 5690 EXAMINING_DOCUMENT b'1650628'
ACTION SNIPPET 10000 5693 SEEN_PREVIOUSLY b'1401994'
ACTION SNIPPET 10000 5696 SEEN_PREVIOUSLY b'1544859'
ACTION SNIPPET 10000 5699 SNIPPET_RELEVANT b'1758324'
ACTION DOC 10000 5719 EXAMINING_DOCUMENT b'1758324'
ACTION QUERY 10000 5729 Media legal risks
ACTION SERP 10000 5734 EXAMINE_SERP
ACTION SNIPPET 10000 5737 SEEN_PREVIOUSLY b'1650628'
ACTION SNIPPET 10000 5740 SNIPPET_NOT_RELEVANT b'505364'
ACTION SNIPPET 10000 5743 SNIPPET_NOT_RELEVANT b'1733529'
ACTION SNIPPET 10000 5746 SNIPPET_NOT_RELEVANT b'1684402'
ACTION SNIPPET 10000 5749 SNIPPET_RELEVANT b'1578929'
ACTION DOC 10000 5769 EXAMINING_DOCUMENT b'1578929'
ACTION SNIPPET 10000 5772 SNIPPET_NOT_RELEVANT b'1544385'
ACTION SNIPPET 10000 5775 SNIPPET_RELEVANT b'636412'
ACTION DOC 10000 5795 EXAMINING_DOCUMENT b'636412'
ACTION QUERY 10000 5805 Journalist digital security
ACTION SERP 10000 5810 EXAMINE_SERP
ACTION SNIPPET 10000 5813 SNIPPET_RELEVANT b'1334768'
ACTION DOC 10000 5833 EXAMINING_DOCUMENT b'1334768'
ACTION SNIPPET 10000 5836 SNIPPET_RELEVANT b'686195'
ACTION DOC 10000 5856 EXAMINING_DOCUMENT b'686195'
ACTION QUERY 10000 5866 Media digital security
ACTION SERP 10000 5871 EXAMINE_SERP
ACTION SNIPPET 10000 5874 SNIPPET_RELEVANT b'1336342'
ACTION DOC 10000 5894 EXAMINING_DOCUMENT b'1336342'
ACTION SNIPPET 10000 5897 SNIPPET_RELEVANT b'780912'
ACTION DOC 10000 5917 EXAMINING_DOCUMENT b'780912'
ACTION QUERY 10000 5927 How to keep journalists safe
ACTION SERP 10000 5932 EXAMINE_SERP
ACTION SNIPPET 10000 5935 SNIPPET_NOT_RELEVANT b'1765646'
ACTION SNIPPET 10000 5938 SNIPPET_NOT_RELEVANT b'311317'
ACTION SNIPPET 10000 5941 SNIPPET_RELEVANT b'428791'
ACTION DOC 10000 5961 EXAMINING_DOCUMENT b'428791'
ACTION SNIPPET 10000 5964 SNIPPET_NOT_RELEVANT b'1473646'
ACTION SNIPPET 10000 5967 SNIPPET_RELEVANT b'519103'
ACTION DOC 10000 5987 EXAMINING_DOCUMENT b'519103'
ACTION QUERY 10000 5997 Journalist mental health risks
ACTION SERP 10000 6002 EXAMINE_SERP
ACTION SNIPPET 10000 6005 SNIPPET_NOT_RELEVANT b'1237778'
ACTION SNIPPET 10000 6008 SNIPPET_NOT_RELEVANT b'1412110'
ACTION SNIPPET 10000 6011 SNIPPET_NOT_RELEVANT b'1604537'
ACTION SNIPPET 10000 6014 SNIPPET_RELEVANT b'1160752'
ACTION DOC 10000 6034 EXAMINING_DOCUMENT b'1160752'
