ACTION QUERY 10000 10 Airport Security
ACTION SNIPPET 10000 2765 SNIPPET_RELEVANT b'd0fa8b6cb8ed166435e3813c05297595'
ACTION DOC 10000 2785 EXAMINING_DOCUMENT b'd0fa8b6cb8ed166435e3813c05297595'
ACTION MARK 10000 2788 CONSIDERED_RELEVANT b'd0fa8b6cb8ed166435e3813c05297595'
ACTION SNIPPET 10000 2791 SEEN_PREVIOUSLY b'0ad0297b51760f715083385fde0e0ef2'
ACTION SNIPPET 10000 2794 SNIPPET_NOT_RELEVANT b'dee6a4a924bdfc3a3243cd01ec07df20'
ACTION SNIPPET 10000 2797 SNIPPET_NOT_RELEVANT b'2236012d362779881e70591dbcbf1e85'
ACTION SNIPPET 10000 2800 SNIPPET_RELEVANT b'2bca7908-8b8a-11e4-9e8d-0c687bc18da4'
ACTION DOC 10000 2820 EXAMINING_DOCUMENT b'2bca7908-8b8a-11e4-9e8d-0c687bc18da4'
ACTION MARK 10000 2823 CONSIDERED_RELEVANT b'2bca7908-8b8a-11e4-9e8d-0c687bc18da4'
ACTION SNIPPET 10000 2826 SNIPPET_NOT_RELEVANT b'0c306522-fb7c-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 2829 SNIPPET_NOT_RELEVANT b'a47e025e922dbcd593f3c6e19088d5cb'
ACTION SNIPPET 10000 2832 SNIPPET_NOT_RELEVANT b'82d49784c829c553045616cd90d87193'
ACTION SNIPPET 10000 2835 SNIPPET_NOT_RELEVANT b'c12491a139b9e322223ef6680fd5f612'
ACTION SNIPPET 10000 2838 SNIPPET_NOT_RELEVANT b'0a50e16c-b303-11e5-9388-466021d971de'
ACTION SNIPPET 10000 2841 SNIPPET_NOT_RELEVANT b'794de9d6-3566-11e5-adf6-7227f3b7b338'
ACTION SNIPPET 10000 2844 SNIPPET_NOT_RELEVANT b'08774984cc77f5c7a9d33618e75149c7'
ACTION SNIPPET 10000 2847 SNIPPET_NOT_RELEVANT b'34d8dcf91aaf95e9cabba2f3651ad999'
ACTION SNIPPET 10000 2850 SNIPPET_NOT_RELEVANT b'60cb289167fc33a7220d0567b80fb24a'
ACTION SNIPPET 10000 2853 SNIPPET_NOT_RELEVANT b'dce10f6fb4aa809cff5eeee837b09062'
ACTION SNIPPET 10000 2856 SNIPPET_NOT_RELEVANT b'3ceedb5612ae5d21a5fc8faa4013f919'
ACTION SNIPPET 10000 2859 SNIPPET_NOT_RELEVANT b'1c0f2903d8e749cd765c1482f5881939'
ACTION SNIPPET 10000 2862 SNIPPET_NOT_RELEVANT b'65035c80-51c2-11e1-9489-ea6ccb2f323c'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2872 What is the impact of airport security on travelers?
ACTION SERP 10000 2877 EXAMINE_SERP
ACTION SNIPPET 10000 2880 SNIPPET_NOT_RELEVANT b'ce85eacca345ada5ac9c1bfb63f832b4'
ACTION SNIPPET 10000 2883 SNIPPET_NOT_RELEVANT b'e372966e-8518-11e2-9d71-f0feafdd1394'
ACTION SNIPPET 10000 2886 SNIPPET_NOT_RELEVANT b'0c1e27c9b9ea2924311e764a198341f3'
ACTION SNIPPET 10000 2889 SNIPPET_NOT_RELEVANT b'2892c1fef426eff4da7cb3c66b5f573f'
ACTION SNIPPET 10000 2892 SNIPPET_NOT_RELEVANT b'c8ecfc3036f6284b549f03d66c475e92'
ACTION SNIPPET 10000 2895 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 2898 SNIPPET_NOT_RELEVANT b'6ebf5cf4-a11f-11e6-a44d-cc2898cfab06'
ACTION SNIPPET 10000 2901 SNIPPET_NOT_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 2904 SNIPPET_NOT_RELEVANT b'7ec3de3e11e4ac3d185880eb79a7db5c'
ACTION SNIPPET 10000 2907 SNIPPET_NOT_RELEVANT b'2801c2ade990b342412c8a3c4dfbc24e'
ACTION SNIPPET 10000 2910 SNIPPET_NOT_RELEVANT b'276d5d0c-1572-11e7-ada0-1489b735b3a3'
ACTION SNIPPET 10000 2913 SNIPPET_NOT_RELEVANT b'9597eecec25e7c6d4fcf665029a534ce'
ACTION SNIPPET 10000 2916 SNIPPET_NOT_RELEVANT b'526c8c9c88400356794d3dfeab2969bb'
ACTION SNIPPET 10000 2919 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 2922 SEEN_PREVIOUSLY b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 2925 SNIPPET_NOT_RELEVANT b'2f3868e190ef5e72ddd5f5c08557a931'
ACTION SNIPPET 10000 2928 SNIPPET_NOT_RELEVANT b'8cdf67d17f83b2ef26d445b3612472a0'
ACTION SNIPPET 10000 2931 SNIPPET_NOT_RELEVANT b'8dba2f6083f9d06373f6f4ea1a16f177'
ACTION SNIPPET 10000 2934 SNIPPET_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION DOC 10000 2954 EXAMINING_DOCUMENT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION MARK 10000 2957 CONSIDERED_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 2960 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 2963 SNIPPET_NOT_RELEVANT b'7d0b0314-7d09-11e2-9a75-dab0201670da'
ACTION SNIPPET 10000 2966 SNIPPET_RELEVANT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION DOC 10000 2986 EXAMINING_DOCUMENT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION MARK 10000 2989 CONSIDERED_RELEVANT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 2992 SNIPPET_NOT_RELEVANT b'fca695af719febd43cadc4d57cb7d34e'
ACTION SNIPPET 10000 2995 SEEN_PREVIOUSLY b'd0fa8b6cb8ed166435e3813c05297595'
ACTION SNIPPET 10000 2998 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 3001 SNIPPET_NOT_RELEVANT b'94338494-9bc2-11e2-9bda-edd1a7fb557d'
ACTION SNIPPET 10000 3004 SNIPPET_NOT_RELEVANT b'fad6ddefe7493d0c2503887f31ba2eb9'
ACTION SNIPPET 10000 3007 SNIPPET_NOT_RELEVANT b'8c56841a-09aa-11e7-93dc-00f9bdd74ed1'
ACTION SNIPPET 10000 3010 SNIPPET_NOT_RELEVANT b'8e944ab0b1cb8dcd46916c207f4079f8'
ACTION SNIPPET 10000 3013 SNIPPET_NOT_RELEVANT b'c215629dbed507210a50937f4ac395ff'
ACTION SNIPPET 10000 3016 SNIPPET_NOT_RELEVANT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 3019 SNIPPET_NOT_RELEVANT b'229bac7c-ab3e-11e2-b6fd-ba6f5f26d70e'
ACTION SNIPPET 10000 3022 SNIPPET_NOT_RELEVANT b'1c8c97598e1f2c03a3fb7cc079df05a2'
ACTION SNIPPET 10000 3025 SNIPPET_NOT_RELEVANT b'ca1630d4031c24604ef5ada04489929b'
ACTION SNIPPET 10000 3028 SNIPPET_NOT_RELEVANT b'50a54e00-55cd-11e2-a613-ec8d394535c6'
ACTION SNIPPET 10000 3031 SNIPPET_NOT_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 3034 SEEN_PREVIOUSLY b'c73fa254-72ca-11e1-ab86-1f92b6642693'
ACTION SNIPPET 10000 3037 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 3040 SNIPPET_NOT_RELEVANT b'a9c2e85ce577d847df2d1a781d88e36a'
ACTION SNIPPET 10000 3043 SEEN_PREVIOUSLY b'0ad0297b51760f715083385fde0e0ef2'
ACTION SNIPPET 10000 3046 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3049 SNIPPET_NOT_RELEVANT b'1d4afdf5b0a98cbe0fbb4a35d75d91c9'
ACTION SNIPPET 10000 3052 SNIPPET_NOT_RELEVANT b'2790fbb065e4e61f50a6f253c766b7e1'
ACTION SNIPPET 10000 3055 SNIPPET_NOT_RELEVANT b'e022f382-37da-11e6-a254-2b336e293a3c'
ACTION SNIPPET 10000 3058 SNIPPET_RELEVANT b'8033a096-5b44-11e2-beee-6e38f5215402'
ACTION DOC 10000 3078 EXAMINING_DOCUMENT b'8033a096-5b44-11e2-beee-6e38f5215402'
ACTION MARK 10000 3081 CONSIDERED_RELEVANT b'8033a096-5b44-11e2-beee-6e38f5215402'
ACTION SNIPPET 10000 3084 SNIPPET_NOT_RELEVANT b'd90420da-ddb1-11e1-af1d-753c613ff6d8'
ACTION SNIPPET 10000 3087 SNIPPET_NOT_RELEVANT b'c86526cc70fc571c8480fccd37288a69'
ACTION SNIPPET 10000 3090 SNIPPET_NOT_RELEVANT b'66c4ae25d5c87e425df08f395007cff6'
ACTION SNIPPET 10000 3093 SNIPPET_NOT_RELEVANT b'9be785e1675994386b0dcab2314da5e8'
ACTION SNIPPET 10000 3096 SNIPPET_RELEVANT b'fb59be33b9f2b4e4edf70133b65e477e'
ACTION DOC 10000 3116 EXAMINING_DOCUMENT b'fb59be33b9f2b4e4edf70133b65e477e'
ACTION MARK 10000 3119 CONSIDERED_RELEVANT b'fb59be33b9f2b4e4edf70133b65e477e'
INFO SERP_END_REACHED 
ACTION QUERY 10000 3129 What are the latest airport security technology methods?
ACTION SERP 10000 3134 EXAMINE_SERP
ACTION SNIPPET 10000 3137 SNIPPET_NOT_RELEVANT b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 3140 SNIPPET_NOT_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 3143 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 3146 SNIPPET_NOT_RELEVANT b'63fe8644-0292-11e7-b9fa-ed727b644a0b'
ACTION SNIPPET 10000 3149 SNIPPET_NOT_RELEVANT b'b075a6cfb672362010192e5c2b33cc4f'
ACTION SNIPPET 10000 3152 SNIPPET_NOT_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 3155 SEEN_PREVIOUSLY b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 3158 SEEN_PREVIOUSLY b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 3161 SNIPPET_NOT_RELEVANT b'7bd96775ed2505449f1025335cd6dba7'
ACTION SNIPPET 10000 3164 SNIPPET_NOT_RELEVANT b'068768f29b54a21386af05dced701bec'
ACTION SNIPPET 10000 3167 SNIPPET_NOT_RELEVANT b'9796c64f55dd63ea6847ed9b5de796f5'
ACTION SNIPPET 10000 3170 SNIPPET_NOT_RELEVANT b'3dabab9a-5d64-11e5-b38e-06883aacba64'
ACTION SNIPPET 10000 3173 SEEN_PREVIOUSLY b'd1067567229717c746e7fee8597011a8'
ACTION SNIPPET 10000 3176 SNIPPET_NOT_RELEVANT b'cceb0622-e3d1-11e5-a6f3-21ccdbc5f74e'
ACTION SNIPPET 10000 3179 SNIPPET_NOT_RELEVANT b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 3182 SNIPPET_NOT_RELEVANT b'0992cbee-222f-11e3-966c-9c4293c47ebe'
ACTION SNIPPET 10000 3185 SNIPPET_NOT_RELEVANT b'3c448b57a3e7a896eceb7ac65711b923'
ACTION SNIPPET 10000 3188 SNIPPET_NOT_RELEVANT b'784ff056-2474-11e3-ad0d-b7c8d2a594b9'
ACTION SNIPPET 10000 3191 SNIPPET_NOT_RELEVANT b'75b2727c-4de4-11e2-950a-7863a013264b'
ACTION SNIPPET 10000 3194 SNIPPET_RELEVANT b'0afdf388-30c2-11e1-b034-d347de95dcfe'
ACTION DOC 10000 3214 EXAMINING_DOCUMENT b'0afdf388-30c2-11e1-b034-d347de95dcfe'
ACTION MARK 10000 3217 CONSIDERED_RELEVANT b'0afdf388-30c2-11e1-b034-d347de95dcfe'
ACTION SNIPPET 10000 3220 SNIPPET_NOT_RELEVANT b'dd03e71a-ebf7-11e2-8023-b7f07811d98e'
ACTION SNIPPET 10000 3223 SNIPPET_NOT_RELEVANT b'ee9be896-c067-11e5-9443-7074c3645405'
ACTION SNIPPET 10000 3226 SNIPPET_NOT_RELEVANT b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 3229 SNIPPET_NOT_RELEVANT b'189eb584-3f14-11e2-a2d9-822f58ac9fd5'
ACTION SNIPPET 10000 3232 SNIPPET_NOT_RELEVANT b'da455a0e-5cf0-11e7-9b7d-14576dc0f39d'
ACTION SNIPPET 10000 3235 SNIPPET_NOT_RELEVANT b'85311168b06f4793e8ae08a59bd059fd'
ACTION SNIPPET 10000 3238 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 3241 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 3244 SEEN_PREVIOUSLY b'd88cbcdeaf523c789744a977d9973a56'
ACTION SNIPPET 10000 3247 SNIPPET_NOT_RELEVANT b'29a3cf00-f11c-11e5-a61f-e9c95c06edca'
ACTION SNIPPET 10000 3250 SNIPPET_NOT_RELEVANT b'0ee571ad5dc4179185045a2cb8e40ed6'
ACTION SNIPPET 10000 3253 SNIPPET_NOT_RELEVANT b'e9736f776621a334b545dda0cdec8179'
ACTION SNIPPET 10000 3256 SNIPPET_NOT_RELEVANT b'856d833115380b938d429e3bfe856d67'
ACTION SNIPPET 10000 3259 SNIPPET_NOT_RELEVANT b'd5575f2dfb34898acaa119a73950f1f3'
ACTION SNIPPET 10000 3262 SNIPPET_NOT_RELEVANT b'2a801e4c-d1f8-11e2-8cbe-1bcbee06f8f8'
ACTION SNIPPET 10000 3265 SNIPPET_NOT_RELEVANT b'e2be316c2538762567d18a6bbb5b88a4'
ACTION SNIPPET 10000 3268 SNIPPET_NOT_RELEVANT b'9d9e751fb60decf70115d0174551998c'
ACTION SNIPPET 10000 3271 SNIPPET_NOT_RELEVANT b'5c07b41423a80295693072c86366380b'
ACTION SNIPPET 10000 3274 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 3277 SNIPPET_NOT_RELEVANT b'2edc905c-e14d-11e1-a25e-15067bb31849'
ACTION SNIPPET 10000 3280 SNIPPET_NOT_RELEVANT b'bbd1be5f9dd0774104e49dd1bc79d540'
ACTION SNIPPET 10000 3283 SNIPPET_NOT_RELEVANT b'3bde0c44-091e-11e5-9e39-0db921c47b93'
ACTION SNIPPET 10000 3286 SNIPPET_NOT_RELEVANT b'f5a5cd2c3ef20d0550a3dd623702d23d'
ACTION SNIPPET 10000 3289 SNIPPET_NOT_RELEVANT b'f0eb0c74b9ac4773253b3d1e9616c2dd'
ACTION SNIPPET 10000 3292 SNIPPET_NOT_RELEVANT b'5e2c30cd5b0b6f3a11dd92c8c959454b'
ACTION SNIPPET 10000 3295 SNIPPET_NOT_RELEVANT b'7d4bc30c-dc0d-11e5-891a-4ed04f4213e8'
ACTION SNIPPET 10000 3298 SNIPPET_NOT_RELEVANT b'1141a56e-efb8-11e5-85a6-2132cf446d0a'
ACTION SNIPPET 10000 3301 SNIPPET_NOT_RELEVANT b'c72ee345612d1fca4751cde989463ffc'
ACTION SNIPPET 10000 3304 SNIPPET_RELEVANT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION DOC 10000 3324 EXAMINING_DOCUMENT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION MARK 10000 3327 CONSIDERED_RELEVANT b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 3330 SNIPPET_NOT_RELEVANT b'6f780d846442e44010c22ed798774f53'
INFO SERP_END_REACHED 
ACTION QUERY 10000 3340 How sophisticated are the security processes in airports?
ACTION SERP 10000 3345 EXAMINE_SERP
ACTION SNIPPET 10000 3348 SEEN_PREVIOUSLY b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 3351 SNIPPET_NOT_RELEVANT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 3354 SNIPPET_NOT_RELEVANT b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 3357 SEEN_PREVIOUSLY b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 3360 SNIPPET_NOT_RELEVANT b'29a3cf00-f11c-11e5-a61f-e9c95c06edca'
ACTION SNIPPET 10000 3363 SNIPPET_NOT_RELEVANT b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 3366 SEEN_PREVIOUSLY b'5a27c15f7aabc2159b0291d370c74ffb'
ACTION SNIPPET 10000 3369 SEEN_PREVIOUSLY b'0afdf388-30c2-11e1-b034-d347de95dcfe'
ACTION SNIPPET 10000 3372 SNIPPET_NOT_RELEVANT b'bbd1be5f9dd0774104e49dd1bc79d540'
ACTION SNIPPET 10000 3375 SNIPPET_NOT_RELEVANT b'08b7f170-dcbe-11e1-9974-5c975ae4810f'
ACTION SNIPPET 10000 3378 SNIPPET_NOT_RELEVANT b'c4a5eca0-c37b-11e5-8965-0607e0e265ce'
ACTION SNIPPET 10000 3381 SNIPPET_NOT_RELEVANT b'ba4a8e5c-036f-11e7-ad5b-d22680e18d10'
ACTION SNIPPET 10000 3384 SNIPPET_NOT_RELEVANT b'ae438ccfd953046ce743985007ce6818'
ACTION SNIPPET 10000 3387 SNIPPET_NOT_RELEVANT b'5ecc852ff6cef1ebfd13e8f3e506533a'
ACTION SNIPPET 10000 3390 SNIPPET_NOT_RELEVANT b'cef9ebc7fa7c0fe98b98513432876273'
ACTION SNIPPET 10000 3393 SNIPPET_NOT_RELEVANT b'3dac94ca-11b5-11e4-8936-26932bcfd6ed'
ACTION SNIPPET 10000 3396 SNIPPET_NOT_RELEVANT b'9796c64f55dd63ea6847ed9b5de796f5'
ACTION SNIPPET 10000 3399 SNIPPET_NOT_RELEVANT b'abc5230c-7a75-11e1-8f65-4cbb23028e62'
ACTION SNIPPET 10000 3402 SNIPPET_NOT_RELEVANT b'bc3e6619e913e3890b0591e8b8f002e3'
ACTION SNIPPET 10000 3405 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 3408 SNIPPET_NOT_RELEVANT b'3760a1a048d20399e71f37dc932820a5'
ACTION SNIPPET 10000 3411 SNIPPET_NOT_RELEVANT b'0a454aadd5d5daf8c599269a4e55a1b2'
ACTION SNIPPET 10000 3414 SNIPPET_NOT_RELEVANT b'3256f3478cff0a5f57411ffe2a3ef74c'
ACTION SNIPPET 10000 3417 SNIPPET_NOT_RELEVANT b'fe0c8cc2c8d12452818ab787d54d977c'
ACTION SNIPPET 10000 3420 SEEN_PREVIOUSLY b'e4a41a57b407b7e308f46ec31863a5a4'
ACTION SNIPPET 10000 3423 SNIPPET_NOT_RELEVANT b'6df3a458-3a5b-11e2-b01f-5f55b193f58f'
ACTION SNIPPET 10000 3426 SNIPPET_NOT_RELEVANT b'a76163b6-48a5-11e3-bf0c-cebf37c6f484'
ACTION SNIPPET 10000 3429 SNIPPET_NOT_RELEVANT b'ce84afc52e411481531afe4f8f3670d5'
ACTION SNIPPET 10000 3432 SNIPPET_NOT_RELEVANT b'e22e84a82ffd8792dad19206117858a4'
ACTION SNIPPET 10000 3435 SNIPPET_NOT_RELEVANT b'8444d1915d8f5cbd2e0572480580ef24'
ACTION SNIPPET 10000 3438 SNIPPET_NOT_RELEVANT b'5b46294b2f83b509e015ee45f5c7e11c'
ACTION SNIPPET 10000 3441 SNIPPET_RELEVANT b'a824e470-06a6-11e4-a0dd-f2b22a257353'
ACTION DOC 10000 3461 EXAMINING_DOCUMENT b'a824e470-06a6-11e4-a0dd-f2b22a257353'
ACTION MARK 10000 3464 CONSIDERED_RELEVANT b'a824e470-06a6-11e4-a0dd-f2b22a257353'
ACTION SNIPPET 10000 3467 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 3470 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 3473 SEEN_PREVIOUSLY b'615ccdbe-1860-11e6-924d-838753295f9a'
ACTION SNIPPET 10000 3476 SNIPPET_NOT_RELEVANT b'ae2a80fc9939f5f22a554839d81dba0c'
ACTION SNIPPET 10000 3479 SNIPPET_NOT_RELEVANT b'5868fc7c007fc7fb66a04f5046f8ef80'
ACTION SNIPPET 10000 3482 SNIPPET_RELEVANT b'c492a14b19e8df72bf81010a8f8aa6a3'
ACTION DOC 10000 3502 EXAMINING_DOCUMENT b'c492a14b19e8df72bf81010a8f8aa6a3'
ACTION MARK 10000 3505 CONSIDERED_RELEVANT b'c492a14b19e8df72bf81010a8f8aa6a3'
ACTION SNIPPET 10000 3508 SNIPPET_RELEVANT b'9242123da9e6b90644b9cb857ddec387'
ACTION DOC 10000 3528 EXAMINING_DOCUMENT b'9242123da9e6b90644b9cb857ddec387'
ACTION MARK 10000 3531 CONSIDERED_RELEVANT b'9242123da9e6b90644b9cb857ddec387'
ACTION SNIPPET 10000 3534 SNIPPET_RELEVANT b'f9c3f29cca522217a66ea8379454c20e'
ACTION DOC 10000 3554 EXAMINING_DOCUMENT b'f9c3f29cca522217a66ea8379454c20e'
ACTION MARK 10000 3557 CONSIDERED_RELEVANT b'f9c3f29cca522217a66ea8379454c20e'
ACTION SNIPPET 10000 3560 SNIPPET_NOT_RELEVANT b'31da0caa-bcb1-11e1-aebf-0c39a9c28f52'
ACTION SNIPPET 10000 3563 SNIPPET_RELEVANT b'45c17daade84edc602dc921e640beb40'
ACTION DOC 10000 3583 EXAMINING_DOCUMENT b'45c17daade84edc602dc921e640beb40'
ACTION MARK 10000 3586 CONSIDERED_RELEVANT b'45c17daade84edc602dc921e640beb40'
ACTION SNIPPET 10000 3589 SNIPPET_NOT_RELEVANT b'9431c5ae-0348-11e2-9b24-ff730c7f6312'
ACTION SNIPPET 10000 3592 SNIPPET_NOT_RELEVANT b'b9c95534-2270-11e6-aa84-42391ba52c91'
ACTION SNIPPET 10000 3595 SNIPPET_NOT_RELEVANT b'dee6a4a924bdfc3a3243cd01ec07df20'
ACTION SNIPPET 10000 3598 SNIPPET_NOT_RELEVANT b'182a9ce8-fa18-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 3601 SNIPPET_NOT_RELEVANT b'e8dd3d86-988b-11e1-9c00-4876538800d6'
ACTION SNIPPET 10000 3604 SNIPPET_NOT_RELEVANT b'6a3e46b789bbb7b3865e81c8e8d6c983'
ACTION SNIPPET 10000 3607 SNIPPET_NOT_RELEVANT b'62c1b2f0455ae7f2ea3a3fc79f921c87'
ACTION SNIPPET 10000 3610 SEEN_PREVIOUSLY b'0ad0297b51760f715083385fde0e0ef2'
INFO SERP_END_REACHED 
ACTION QUERY 10000 3620 How do airport personnel maintain security?
ACTION SERP 10000 3625 EXAMINE_SERP
ACTION SNIPPET 10000 3628 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 3631 SNIPPET_NOT_RELEVANT b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 3634 SNIPPET_NOT_RELEVANT b'ed60fe5366481fdf69bef10b71c2ba09'
ACTION SNIPPET 10000 3637 SNIPPET_NOT_RELEVANT b'91e5b42b9e7d5f3cc78d3cff439ff877'
ACTION SNIPPET 10000 3640 SNIPPET_NOT_RELEVANT b'd33fef738b1a90037ffdc8eb8df82491'
ACTION SNIPPET 10000 3643 SNIPPET_NOT_RELEVANT b'8933203610df65783ac2422eebdce394'
ACTION SNIPPET 10000 3646 SNIPPET_NOT_RELEVANT b'ca1630d4031c24604ef5ada04489929b'
ACTION SNIPPET 10000 3649 SNIPPET_NOT_RELEVANT b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 3652 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 3655 SNIPPET_NOT_RELEVANT b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION SNIPPET 10000 3658 SEEN_PREVIOUSLY b'4be010428ba9bb4b23b7244bfc4192b8'
ACTION SNIPPET 10000 3661 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3664 SEEN_PREVIOUSLY b'a6595e21a02ef53298343a9865cc09c9'
ACTION SNIPPET 10000 3667 SNIPPET_RELEVANT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION DOC 10000 3687 EXAMINING_DOCUMENT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION MARK 10000 3690 CONSIDERED_RELEVANT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION SNIPPET 10000 3693 SNIPPET_NOT_RELEVANT b'482ed90c-46dd-11e2-8061-253bccfc7532'
ACTION SNIPPET 10000 3696 SNIPPET_NOT_RELEVANT b'e5911cbe-78f2-11e1-96fc-4e3f9a8561ee'
ACTION SNIPPET 10000 3699 SNIPPET_NOT_RELEVANT b'e5180c96-7f12-11e5-afce-2afd1d3eb896'
ACTION SNIPPET 10000 3702 SNIPPET_NOT_RELEVANT b'ead38832-f2d8-11e1-adc6-87dfa8eff430'
ACTION SNIPPET 10000 3705 SNIPPET_NOT_RELEVANT b'1acee4098cfbd2322deaa40d800dd69d'
ACTION SNIPPET 10000 3708 SNIPPET_NOT_RELEVANT b'fca999a0-4c93-11e3-be6b-d3d28122e6d4'
ACTION SNIPPET 10000 3711 SNIPPET_NOT_RELEVANT b'e066bfc8-a0be-11e3-878c-65222df220eb'
ACTION SNIPPET 10000 3714 SNIPPET_NOT_RELEVANT b'be34b036-2e11-47fd-9fb0-e0acaa84ddc3'
ACTION SNIPPET 10000 3717 SNIPPET_NOT_RELEVANT b'8f5a8dfa-f4db-11e3-9861-8dc65df15e56'
ACTION SNIPPET 10000 3720 SNIPPET_NOT_RELEVANT b'9fbbbe2a-ef46-11e3-914c-1fbd0614e2d4'
ACTION SNIPPET 10000 3723 SNIPPET_NOT_RELEVANT b'b44f45b4-a2ae-11e1-912b-c0a00846e510'
ACTION SNIPPET 10000 3726 SNIPPET_NOT_RELEVANT b'34b2f65e93d55f2f4ed335597853f155'
ACTION SNIPPET 10000 3729 SNIPPET_NOT_RELEVANT b'876c1466-88cb-11e6-875e-2c1bfe943b66'
ACTION SNIPPET 10000 3732 SEEN_PREVIOUSLY b'aed3d7417629c12680a0f82ec2399b0e'
ACTION SNIPPET 10000 3735 SNIPPET_NOT_RELEVANT b'4e91a8f4-b3fa-11e1-98e9-bbf4aa4074bb'
ACTION SNIPPET 10000 3738 SNIPPET_RELEVANT b'5811e50e-2338-11e6-aa84-42391ba52c91'
ACTION DOC 10000 3758 EXAMINING_DOCUMENT b'5811e50e-2338-11e6-aa84-42391ba52c91'
ACTION MARK 10000 3761 CONSIDERED_RELEVANT b'5811e50e-2338-11e6-aa84-42391ba52c91'
